"STUDYID","DOMAIN","USUBJID","BWSEQ","BWTESTCD","BWTEST","BWORRES","BWORRESU","BWSTRESC","BWSTRESN","BWSTRESU","BWSTAT","BWREASND","BWBLFL","BWFAST","BWEXCLFL","BWREASEX","VISITDY","BWDTC","BWDY"
"GLP003","BW","107001487",888,"BW","Body Weight","297","g","297",297,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:21:05",1
"GLP003","BW","107001487",889,"BW","Body Weight","332","g","332",332,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:40:17",8
"GLP003","BW","107001487",890,"BW","Body Weight","359","g","359",359,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:34:07",15
"GLP003","BW","107001487",891,"BW","Body Weight","388","g","388",388,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:25:21",22
"GLP003","BW","107001488",892,"BW","Body Weight","258","g","258",258,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:48:16",-4
"GLP003","BW","107001488",893,"BW","Body Weight","281","g","281",281,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T08:09:19",-1
"GLP003","BW","107001488",894,"BW","Body Weight","290","g","290",290,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:26:22",1
"GLP003","BW","107001488",895,"BW","Body Weight","330","g","330",330,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:45:02",8
"GLP003","BW","107001488",896,"BW","Body Weight","366","g","366",366,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:38:27",15
"GLP003","BW","107001488",897,"BW","Body Weight","389","g","389",389,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:37:57",22
"GLP003","BW","107001489",898,"BW","Body Weight","263","g","263",263,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:48:25",-4
"GLP003","BW","107001489",899,"BW","Body Weight","290","g","290",290,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T08:09:32",-1
"GLP003","BW","107001489",900,"BW","Body Weight","300","g","300",300,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:25:30",1
"GLP003","BW","107001489",901,"BW","Body Weight","350","g","350",350,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:44:31",8
"GLP003","BW","107001489",902,"BW","Body Weight","390","g","390",390,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:37:46",15
"GLP003","BW","107001489",903,"BW","Body Weight","426","g","426",426,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:37:18",22
"GLP003","BW","107001490",904,"BW","Body Weight","255","g","255",255,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:48:31",-4
"GLP003","BW","107001490",905,"BW","Body Weight","280","g","280",280,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T08:09:40",-1
"GLP003","BW","107001490",906,"BW","Body Weight","282","g","282",282,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:20:55",1
"GLP003","BW","107001490",907,"BW","Body Weight","317","g","317",317,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:39:54",8
"GLP003","BW","107001490",908,"BW","Body Weight","353","g","353",353,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:33:59",15
"GLP003","BW","107001490",909,"BW","Body Weight","377","g","377",377,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:24:55",22
"GLP003","BW","107001491",910,"BW","Body Weight","265","g","265",265,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:48:38",-4
"GLP003","BW","107001491",911,"BW","Body Weight","294","g","294",294,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T08:09:49",-1
"GLP003","BW","107001491",912,"BW","Body Weight","300","g","300",300,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:28:28",1
"GLP003","BW","107001491",913,"BW","Body Weight","341","g","341",341,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:47:46",8
"GLP003","BW","107001491",914,"BW","Body Weight","377","g","377",377,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:40:02",15
"GLP003","BW","107001491",915,"BW","Body Weight","416","g","416",416,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:40:06",22
"GLP003","BW","107001491",916,"BW","Body Weight","432","g","432",432,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-10T10:56:52",29
"GLP003","BW","107001491",917,"BW","Body Weight","464","g","464",464,"g",NA,NA,NA,NA,NA,NA,36,"2007-07-17T07:39:22",36
"GLP003","BW","107001493",918,"BW","Body Weight","274","g","274",274,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:48:52",-4
"GLP003","BW","107001493",919,"BW","Body Weight","299","g","299",299,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T08:10:06",-1
"GLP003","BW","107001493",920,"BW","Body Weight","307","g","307",307,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:17:53",1
"GLP003","BW","107001493",921,"BW","Body Weight","348","g","348",348,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:37:34",8
"GLP003","BW","107001493",922,"BW","Body Weight","377","g","377",377,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:31:58",15
"GLP003","BW","107001493",923,"BW","Body Weight","400","g","400",400,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:21:08",22
"GLP003","BW","107001494",924,"BW","Body Weight","286","g","286",286,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:49:00",-4
"GLP003","BW","107001494",925,"BW","Body Weight","307","g","307",307,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T08:10:14",-1
"GLP003","BW","107001494",926,"BW","Body Weight","323","g","323",323,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:37:34",1
"GLP003","BW","107001494",927,"BW","Body Weight","361","g","361",361,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:56:32",8
"GLP003","BW","107001494",928,"BW","Body Weight","398","g","398",398,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:46:55",15
"GLP003","BW","107001494",929,"BW","Body Weight","421","g","421",421,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:51:37",22
"GLP003","BW","107001495",930,"BW","Body Weight","280","g","280",280,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:49:08",-4
"GLP003","BW","107001495",931,"BW","Body Weight","306","g","306",306,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T08:10:24",-1
"GLP003","BW","107001495",932,"BW","Body Weight","315","g","315",315,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:35:14",1
"GLP003","BW","107001495",933,"BW","Body Weight","356","g","356",356,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:54:15",8
"GLP003","BW","107001495",934,"BW","Body Weight","396","g","396",396,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:44:57",15
"GLP003","BW","107001495",935,"BW","Body Weight","442","g","442",442,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:48:43",22
"GLP003","BW","107001498",936,"BW","Body Weight","266","g","266",266,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:49:29",-4
"GLP003","BW","107001498",937,"BW","Body Weight","287","g","287",287,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T08:10:46",-1
"GLP003","BW","107001498",938,"BW","Body Weight","294","g","294",294,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:25:14",1
"GLP003","BW","107001498",939,"BW","Body Weight","323","g","323",323,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:44:13",8
"GLP003","BW","107001498",940,"BW","Body Weight","337","g","337",337,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:37:33",15
"GLP003","BW","107001498",941,"BW","Body Weight","378","g","378",378,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:37:04",22
"GLP003","BW","107001499",942,"BW","Body Weight","198","g","198",198,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:00:45",-6
"GLP003","BW","107001499",943,"BW","Body Weight","204","g","204",204,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:40:14",-3
"GLP003","BW","107001499",944,"BW","Body Weight","217","g","217",217,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:52:38",1
"GLP003","BW","107001499",945,"BW","Body Weight","235","g","235",235,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:12:23",8
"GLP003","BW","107001499",946,"BW","Body Weight","249","g","249",249,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:47:38",15
"GLP003","BW","107001499",947,"BW","Body Weight","250","g","250",250,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:45:52",22
"GLP003","BW","107001499",948,"BW","Body Weight","256","g","256",256,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-12T09:30:17",29
"GLP003","BW","107001500",949,"BW","Body Weight","184","g","184",184,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:00:51",-6
"GLP003","BW","107001500",950,"BW","Body Weight","199","g","199",199,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:40:26",-3
"GLP003","BW","107001500",951,"BW","Body Weight","203","g","203",203,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:23:56",1
"GLP003","BW","107001500",952,"BW","Body Weight","217","g","217",217,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:03:41",8
"GLP003","BW","107001500",953,"BW","Body Weight","228","g","228",228,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:41:15",15
"GLP003","BW","107001500",954,"BW","Body Weight","235","g","235",235,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:36:05",22
"GLP003","BW","107001502",955,"BW","Body Weight","194","g","194",194,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:01:07",-6
"GLP003","BW","107001502",956,"BW","Body Weight","207","g","207",207,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:40:42",-3
"GLP003","BW","107001502",957,"BW","Body Weight","204","g","204",204,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T07:02:23",1
"GLP003","BW","107001502",958,"BW","Body Weight","222","g","222",222,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:20:38",8
"GLP003","BW","107001502",959,"BW","Body Weight","229","g","229",229,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:57:48",15
"GLP003","BW","107001502",960,"BW","Body Weight","234","g","234",234,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:57:01",22
"GLP003","BW","107001503",961,"BW","Body Weight","192","g","192",192,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:01:15",-6
"GLP003","BW","107001503",962,"BW","Body Weight","207","g","207",207,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:40:52",-3
"GLP003","BW","107001503",963,"BW","Body Weight","216","g","216",216,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:54:18",1
"GLP003","BW","107001503",964,"BW","Body Weight","230","g","230",230,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:14:07",8
"GLP003","BW","107001503",965,"BW","Body Weight","246","g","246",246,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:48:57",15
"GLP003","BW","107001503",966,"BW","Body Weight","248","g","248",248,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:47:49",22
"GLP003","BW","107001504",967,"BW","Body Weight","185","g","185",185,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:01:22",-6
"GLP003","BW","107001504",968,"BW","Body Weight","202","g","202",202,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:41:09",-3
"GLP003","BW","107001504",969,"BW","Body Weight","209","g","209",209,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T07:00:33",1
"GLP003","BW","107001504",970,"BW","Body Weight","216","g","216",216,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:19:09",8
"GLP003","BW","107001504",971,"BW","Body Weight","226","g","226",226,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:56:28",15
"GLP003","BW","107001504",972,"BW","Body Weight","239","g","239",239,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:55:07",22
"GLP003","BW","107001504",973,"BW","Body Weight","244","g","244",244,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-12T09:37:33",29
"GLP003","BW","107001505",974,"BW","Body Weight","200","g","200",200,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:01:33",-6
"GLP003","BW","107001505",975,"BW","Body Weight","214","g","214",214,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:41:19",-3
"GLP003","BW","107001505",976,"BW","Body Weight","220","g","220",220,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:52:54",1
"GLP003","BW","107001505",977,"BW","Body Weight","231","g","231",231,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:12:37",8
"GLP003","BW","107001505",978,"BW","Body Weight","239","g","239",239,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:47:49",15
"GLP003","BW","107001505",979,"BW","Body Weight","255","g","255",255,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:46:12",22
"GLP003","BW","107001505",980,"BW","Body Weight","265","g","265",265,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-12T09:30:51",29
"GLP003","BW","107001508",981,"BW","Body Weight","213","g","213",213,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:01:54",-6
"GLP003","BW","107001508",982,"BW","Body Weight","220","g","220",220,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:41:43",-3
"GLP003","BW","107001508",983,"BW","Body Weight","227","g","227",227,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:56:44",1
"GLP003","BW","107001508",984,"BW","Body Weight","234","g","234",234,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:15:59",8
"GLP003","BW","107001508",985,"BW","Body Weight","246","g","246",246,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:52:48",15
"GLP003","BW","107001508",986,"BW","Body Weight","261","g","261",261,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:50:40",22
"GLP003","BW","107001508",987,"BW","Body Weight","259","g","259",259,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-12T09:34:40",29
"GLP003","BW","107001509",988,"BW","Body Weight","201","g","201",201,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:02:01",-6
"GLP003","BW","107001509",989,"BW","Body Weight","216","g","216",216,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:41:51",-3
"GLP003","BW","107001509",990,"BW","Body Weight","225","g","225",225,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T07:02:43",1
"GLP003","BW","107001509",991,"BW","Body Weight","227","g","227",227,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:22:46",8
"GLP003","BW","107001509",992,"BW","Body Weight","237","g","237",237,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:58:03",15
"GLP003","BW","107001509",993,"BW","Body Weight","253","g","253",253,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:57:30",22
"GLP003","BW","107001510",994,"BW","Body Weight","207","g","207",207,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:02:09",-6
"GLP003","BW","107001510",995,"BW","Body Weight","212","g","212",212,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:41:58",-3
"GLP003","BW","107001510",996,"BW","Body Weight","219","g","219",219,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T07:02:32",1
"GLP003","BW","107001510",997,"BW","Body Weight","233","g","233",233,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:20:47",8
"GLP003","BW","107001510",998,"BW","Body Weight","244","g","244",244,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:57:56",15
"GLP003","BW","107001510",999,"BW","Body Weight","255","g","255",255,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:57:23",22
"GLP003","BW","107001511",1000,"BW","Body Weight","206","g","206",206,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:02:18",-6
"GLP003","BW","107001511",1001,"BW","Body Weight","206","g","206",206,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:42:08",-3
"GLP003","BW","107001511",1002,"BW","Body Weight","215","g","215",215,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:48:26",1
"GLP003","BW","107001511",1003,"BW","Body Weight","223","g","223",223,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:08:28",8
"GLP003","BW","107001511",1004,"BW","Body Weight","230","g","230",230,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:44:30",15
"GLP003","BW","107001511",1005,"BW","Body Weight","232","g","232",232,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:40:22",22
"GLP003","BW","107001512",1006,"BW","Body Weight","188","g","188",188,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:02:23",-6
"GLP003","BW","107001512",1007,"BW","Body Weight","203","g","203",203,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:42:15",-3
"GLP003","BW","107001512",1008,"BW","Body Weight","210","g","210",210,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:54:37",1
"GLP003","BW","107001512",1009,"BW","Body Weight","219","g","219",219,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:14:26",8
"GLP003","BW","107001512",1010,"BW","Body Weight","226","g","226",226,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:49:13",15
"GLP003","BW","107001512",1011,"BW","Body Weight","232","g","232",232,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:48:08",22
"GLP003","BW","107001513",1012,"BW","Body Weight","195","g","195",195,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:02:32",-6
"GLP003","BW","107001513",1013,"BW","Body Weight","206","g","206",206,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:42:22",-3
"GLP003","BW","107001513",1014,"BW","Body Weight","215","g","215",215,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:49:01",1
"GLP003","BW","107001513",1015,"BW","Body Weight","225","g","225",225,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:09:20",8
"GLP003","BW","107001513",1016,"BW","Body Weight","233","g","233",233,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:44:53",15
"GLP003","BW","107001513",1017,"BW","Body Weight","226","g","226",226,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:41:17",22
"GLP003","BW","107001513",1018,"BW","Body Weight","236","g","236",236,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-12T09:27:35",29
"GLP003","BW","107001515",1019,"BW","Body Weight","204","g","204",204,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:02:41",-6
"GLP003","BW","107001515",1020,"BW","Body Weight","210","g","210",210,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:42:36",-3
"GLP003","BW","107001515",1021,"BW","Body Weight","214","g","214",214,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:56:31",1
"GLP003","BW","107001515",1022,"BW","Body Weight","221","g","221",221,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:15:44",8
"GLP003","BW","107001515",1023,"BW","Body Weight","230","g","230",230,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:52:37",15
"GLP003","BW","107001515",1024,"BW","Body Weight","242","g","242",242,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:50:18",22
"GLP003","BW","107001515",1025,"BW","Body Weight","245","g","245",245,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-12T09:33:59",29
"GLP003","BW","107001516",1026,"BW","Body Weight","202","g","202",202,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:02:48",-6
"GLP003","BW","107001516",1027,"BW","Body Weight","216","g","216",216,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:42:43",-3
"GLP003","BW","107001516",1028,"BW","Body Weight","224","g","224",224,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:46:06",1
"GLP003","BW","107001516",1029,"BW","Body Weight","224","g","224",224,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:05:07",8
"GLP003","BW","107001516",1030,"BW","Body Weight","238","g","238",238,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:42:39",15
"GLP003","BW","107001516",1031,"BW","Body Weight","248","g","248",248,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:38:05",22
"GLP003","BW","107001517",1032,"BW","Body Weight","197","g","197",197,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:02:55",-6
"GLP003","BW","107001517",1033,"BW","Body Weight","207","g","207",207,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:42:52",-3
"GLP003","BW","107001517",1034,"BW","Body Weight","225","g","225",225,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:55:40",1
"GLP003","BW","107001517",1035,"BW","Body Weight","243","g","243",243,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:14:59",8
"GLP003","BW","107001517",1036,"BW","Body Weight","247","g","247",247,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:50:09",15
"GLP003","BW","107001517",1037,"BW","Body Weight","259","g","259",259,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:49:01",22
"GLP003","BW","107001518",1038,"BW","Body Weight","198","g","198",198,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:03:01",-6
"GLP003","BW","107001518",1039,"BW","Body Weight","211","g","211",211,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:43:01",-3
"GLP003","BW","107001518",1040,"BW","Body Weight","219","g","219",219,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:45:41",1
"GLP003","BW","107001518",1041,"BW","Body Weight","232","g","232",232,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:04:46",8
"GLP003","BW","107001518",1042,"BW","Body Weight","250","g","250",250,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:42:19",15
"GLP003","BW","107001518",1043,"BW","Body Weight","262","g","262",262,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:37:36",22
"GLP003","BW","107001518",1044,"BW","Body Weight","266","g","266",266,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-12T09:25:33",29
"GLP003","BW","107001518",1045,"BW","Body Weight","274","g","274",274,"g",NA,NA,NA,NA,NA,NA,36,"2007-07-19T09:37:52",36
"GLP003","BW","107001519",1046,"BW","Body Weight","207","g","207",207,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:03:08",-6
"GLP003","BW","107001519",1047,"BW","Body Weight","217","g","217",217,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:43:09",-3
"GLP003","BW","107001519",1048,"BW","Body Weight","227","g","227",227,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:53:26",1
"GLP003","BW","107001519",1049,"BW","Body Weight","241","g","241",241,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:13:25",8
"GLP003","BW","107001519",1050,"BW","Body Weight","254","g","254",254,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:48:13",15
"GLP003","BW","107001519",1051,"BW","Body Weight","268","g","268",268,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:46:49",22
"GLP003","BW","107001519",1052,"BW","Body Weight","276","g","276",276,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-12T09:32:13",29
"GLP003","BW","107001519",1053,"BW","Body Weight","276","g","276",276,"g",NA,NA,NA,NA,NA,NA,36,"2007-07-19T09:40:30",36
"GLP003","BW","107001520",1054,"BW","Body Weight","196","g","196",196,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:03:18",-6
"GLP003","BW","107001520",1055,"BW","Body Weight","208","g","208",208,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:43:16",-3
"GLP003","BW","107001520",1056,"BW","Body Weight","220","g","220",220,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:51:51",1
"GLP003","BW","107001520",1057,"BW","Body Weight","231","g","231",231,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:11:41",8
"GLP003","BW","107001520",1058,"BW","Body Weight","243","g","243",243,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:46:56",15
"GLP003","BW","107001520",1059,"BW","Body Weight","255","g","255",255,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:44:30",22
"GLP003","BW","107001521",1060,"BW","Body Weight","196","g","196",196,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:03:24",-6
"GLP003","BW","107001521",1061,"BW","Body Weight","201","g","201",201,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:43:24",-3
"GLP003","BW","107001521",1062,"BW","Body Weight","203","g","203",203,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T06:56:37",1
"GLP003","BW","107001521",1063,"BW","Body Weight","220","g","220",220,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:15:51",8
"GLP003","BW","107001521",1064,"BW","Body Weight","229","g","229",229,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:52:43",15
"GLP003","BW","107001521",1065,"BW","Body Weight","237","g","237",237,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:50:27",22
"GLP003","BW","107001521",1066,"BW","Body Weight","237","g","237",237,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-12T09:34:19",29
"GLP003","BW","107001522",1067,"BW","Body Weight","202","g","202",202,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:03:30",-6
"GLP003","BW","107001522",1068,"BW","Body Weight","212","g","212",212,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:43:33",-3
"GLP003","BW","107001522",1069,"BW","Body Weight","216","g","216",216,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T07:00:08",1
"GLP003","BW","107001522",1070,"BW","Body Weight","222","g","222",222,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-21T08:18:54",8
"GLP003","BW","107001522",1071,"BW","Body Weight","236","g","236",236,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-28T07:56:07",15
"GLP003","BW","107001522",1072,"BW","Body Weight","241","g","241",241,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-05T07:54:33",22
"GLP003","BW","107001522",1073,"BW","Body Weight","239","g","239",239,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-12T09:36:53",29
"GLP003","BW","107001523",1074,"BW","Body Weight","195","g","195",195,"g",NA,NA,NA,NA,NA,NA,-6,"2007-06-08T09:03:37",-6
"GLP003","BW","107001523",1075,"BW","Body Weight","208","g","208",208,"g",NA,NA,NA,NA,NA,NA,-3,"2007-06-11T07:43:41",-3
"GLP003","BW","107001523",1076,"BW","Body Weight","217","g","217",217,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-14T07:02:05",1
