"STUDYID","DOMAIN","USUBJID","BWSEQ","BWTESTCD","BWTEST","BWORRES","BWORRESU","BWSTRESC","BWSTRESN","BWSTRESU","BWSTAT","BWREASND","BWBLFL","BWFAST","BWEXCLFL","BWREASEX","VISITDY","BWDTC","BWDY"
"GLP003","BW","107001405",438,"BW","Body Weight","259","g","259",259,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:13:56",-4
"GLP003","BW","107001405",439,"BW","Body Weight","285","g","285",285,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:54:59",-1
"GLP003","BW","107001405",440,"BW","Body Weight","290","g","290",290,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:37:16",1
"GLP003","BW","107001405",441,"BW","Body Weight","326","g","326",326,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:56:15",8
"GLP003","BW","107001405",442,"BW","Body Weight","356","g","356",356,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:46:42",15
"GLP003","BW","107001405",443,"BW","Body Weight","381","g","381",381,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:51:07",22
"GLP003","BW","107001406",444,"BW","Body Weight","261","g","261",261,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:14:02",-4
"GLP003","BW","107001406",445,"BW","Body Weight","284","g","284",284,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:55:07",-1
"GLP003","BW","107001406",446,"BW","Body Weight","289","g","289",289,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:33:19",1
"GLP003","BW","107001406",447,"BW","Body Weight","330","g","330",330,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:52:41",8
"GLP003","BW","107001406",448,"BW","Body Weight","370","g","370",370,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:43:26",15
"GLP003","BW","107001406",449,"BW","Body Weight","407","g","407",407,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:46:09",22
"GLP003","BW","107001407",450,"BW","Body Weight","272","g","272",272,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:14:09",-4
"GLP003","BW","107001407",451,"BW","Body Weight","298","g","298",298,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:55:15",-1
"GLP003","BW","107001407",452,"BW","Body Weight","303","g","303",303,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:29:10",1
"GLP003","BW","107001407",453,"BW","Body Weight","344","g","344",344,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:47:58",8
"GLP003","BW","107001407",454,"BW","Body Weight","392","g","392",392,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:40:10",15
"GLP003","BW","107001407",455,"BW","Body Weight","438","g","438",438,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:40:19",22
"GLP003","BW","107001409",456,"BW","Body Weight","272","g","272",272,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:15:18",-4
"GLP003","BW","107001409",457,"BW","Body Weight","302","g","302",302,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:55:47",-1
"GLP003","BW","107001409",458,"BW","Body Weight","310","g","310",310,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:33:46",1
"GLP003","BW","107001409",459,"BW","Body Weight","347","g","347",347,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:53:01",8
"GLP003","BW","107001409",460,"BW","Body Weight","387","g","387",387,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:43:49",15
"GLP003","BW","107001409",461,"BW","Body Weight","422","g","422",422,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:46:48",22
"GLP003","BW","107001411",462,"BW","Body Weight","284","g","284",284,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:15:41",-4
"GLP003","BW","107001411",463,"BW","Body Weight","312","g","312",312,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:56:10",-1
"GLP003","BW","107001411",464,"BW","Body Weight","317","g","317",317,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:26:55",1
"GLP003","BW","107001411",465,"BW","Body Weight","359","g","359",359,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:45:33",8
"GLP003","BW","107001411",466,"BW","Body Weight","393","g","393",393,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:38:58",15
"GLP003","BW","107001411",467,"BW","Body Weight","426","g","426",426,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:38:32",22
"GLP003","BW","107001411",468,"BW","Body Weight","438","g","438",438,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-10T10:55:30",29
"GLP003","BW","107001413",469,"BW","Body Weight","279","g","279",279,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:15:55",-4
"GLP003","BW","107001413",470,"BW","Body Weight","304","g","304",304,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:56:29",-1
"GLP003","BW","107001413",471,"BW","Body Weight","311","g","311",311,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:38:08",1
"GLP003","BW","107001413",472,"BW","Body Weight","341","g","341",341,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:56:59",8
"GLP003","BW","107001413",473,"BW","Body Weight","376","g","376",376,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:47:18",15
"GLP003","BW","107001413",474,"BW","Body Weight","406","g","406",406,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:52:17",22
"GLP003","BW","107001414",475,"BW","Body Weight","251","g","251",251,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:37:17",-4
"GLP003","BW","107001414",476,"BW","Body Weight","280","g","280",280,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:56:41",-1
"GLP003","BW","107001414",477,"BW","Body Weight","286","g","286",286,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:30:55",1
"GLP003","BW","107001414",478,"BW","Body Weight","330","g","330",330,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:50:04",8
"GLP003","BW","107001414",479,"BW","Body Weight","362","g","362",362,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:41:36",15
"GLP003","BW","107001414",480,"BW","Body Weight","345","g","345",345,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:42:56",22
"GLP003","BW","107001415",481,"BW","Body Weight","280","g","280",280,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:37:23",-4
"GLP003","BW","107001415",482,"BW","Body Weight","298","g","298",298,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:56:47",-1
"GLP003","BW","107001415",483,"BW","Body Weight","301","g","301",301,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:22:54",1
"GLP003","BW","107001415",484,"BW","Body Weight","333","g","333",333,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:42:15",8
"GLP003","BW","107001415",485,"BW","Body Weight","361","g","361",361,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:35:49",15
"GLP003","BW","107001415",486,"BW","Body Weight","386","g","386",386,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:34:31",22
"GLP003","BW","107001415",487,"BW","Body Weight","395","g","395",395,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-10T10:53:36",29
"GLP003","BW","107001416",488,"BW","Body Weight","268","g","268",268,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:37:31",-4
"GLP003","BW","107001416",489,"BW","Body Weight","293","g","293",293,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:56:54",-1
"GLP003","BW","107001416",490,"BW","Body Weight","303","g","303",303,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:27:46",1
"GLP003","BW","107001416",491,"BW","Body Weight","352","g","352",352,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:46:32",8
"GLP003","BW","107001416",492,"BW","Body Weight","387","g","387",387,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:39:28",15
"GLP003","BW","107001416",493,"BW","Body Weight","423","g","423",423,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:39:23",22
"GLP003","BW","107001416",494,"BW","Body Weight","442","g","442",442,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-10T10:56:07",29
"GLP003","BW","107001417",495,"BW","Body Weight","254","g","254",254,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:37:38",-4
"GLP003","BW","107001417",496,"BW","Body Weight","281","g","281",281,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:57:03",-1
"GLP003","BW","107001417",497,"BW","Body Weight","290","g","290",290,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:38:29",1
"GLP003","BW","107001417",498,"BW","Body Weight","331","g","331",331,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:57:22",8
"GLP003","BW","107001417",499,"BW","Body Weight","375","g","375",375,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:47:38",15
"GLP003","BW","107001417",500,"BW","Body Weight","409","g","409",409,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:52:45",22
"GLP003","BW","107001418",501,"BW","Body Weight","261","g","261",261,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:37:49",-4
"GLP003","BW","107001418",502,"BW","Body Weight","294","g","294",294,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:57:11",-1
"GLP003","BW","107001418",503,"BW","Body Weight","303","g","303",303,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:25:00",1
"GLP003","BW","107001418",504,"BW","Body Weight","357","g","357",357,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:43:58",8
"GLP003","BW","107001418",505,"BW","Body Weight","396","g","396",396,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:37:21",15
"GLP003","BW","107001418",506,"BW","Body Weight","429","g","429",429,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:36:33",22
"GLP003","BW","107001419",507,"BW","Body Weight","254","g","254",254,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:37:56",-4
"GLP003","BW","107001419",508,"BW","Body Weight","283","g","283",283,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:57:21",-1
"GLP003","BW","107001419",509,"BW","Body Weight","318","g","318",318,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:22:38",1
"GLP003","BW","107001419",510,"BW","Body Weight","345","g","345",345,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:41:59",8
"GLP003","BW","107001419",511,"BW","Body Weight","386","g","386",386,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:35:36",15
"GLP003","BW","107001419",512,"BW","Body Weight","421","g","421",421,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:34:01",22
"GLP003","BW","107001420",513,"BW","Body Weight","266","g","266",266,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:38:07",-4
"GLP003","BW","107001420",514,"BW","Body Weight","296","g","296",296,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:57:29",-1
"GLP003","BW","107001420",515,"BW","Body Weight","305","g","305",305,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:36:16",1
"GLP003","BW","107001420",516,"BW","Body Weight","345","g","345",345,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:55:08",8
"GLP003","BW","107001420",517,"BW","Body Weight","384","g","384",384,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:45:42",15
"GLP003","BW","107001420",518,"BW","Body Weight","409","g","409",409,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:49:52",22
"GLP003","BW","107001420",519,"BW","Body Weight","421","g","421",421,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-10T10:59:40",29
"GLP003","BW","107001423",520,"BW","Body Weight","278","g","278",278,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:38:37",-4
"GLP003","BW","107001423",521,"BW","Body Weight","301","g","301",301,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:57:55",-1
"GLP003","BW","107001423",522,"BW","Body Weight","303","g","303",303,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:20:32",1
"GLP003","BW","107001423",523,"BW","Body Weight","334","g","334",334,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:39:36",8
"GLP003","BW","107001423",524,"BW","Body Weight","372","g","372",372,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:33:37",15
"GLP003","BW","107001423",525,"BW","Body Weight","408","g","408",408,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:23:51",22
"GLP003","BW","107001423",526,"BW","Body Weight","393","g","393",393,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-10T10:52:44",29
"GLP003","BW","107001423",527,"BW","Body Weight","410","g","410",410,"g",NA,NA,NA,NA,NA,NA,36,"2007-07-17T07:37:38",36
"GLP003","BW","107001424",528,"BW","Body Weight","270","g","270",270,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:38:44",-4
"GLP003","BW","107001424",529,"BW","Body Weight","296","g","296",296,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:58:04",-1
"GLP003","BW","107001424",530,"BW","Body Weight","303","g","303",303,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:31:48",1
"GLP003","BW","107001424",531,"BW","Body Weight","345","g","345",345,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:50:54",8
"GLP003","BW","107001424",532,"BW","Body Weight","377","g","377",377,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:42:22",15
"GLP003","BW","107001424",533,"BW","Body Weight","405","g","405",405,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:44:25",22
"GLP003","BW","107001424",534,"BW","Body Weight","416","g","416",416,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-10T10:57:39",29
"GLP003","BW","107001425",535,"BW","Body Weight","285","g","285",285,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:38:50",-4
"GLP003","BW","107001425",536,"BW","Body Weight","303","g","303",303,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:58:13",-1
"GLP003","BW","107001425",537,"BW","Body Weight","307","g","307",307,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:22:19",1
"GLP003","BW","107001425",538,"BW","Body Weight","340","g","340",340,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:41:43",8
"GLP003","BW","107001425",539,"BW","Body Weight","353","g","353",353,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:35:20",15
"GLP003","BW","107001425",540,"BW","Body Weight","371","g","371",371,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:33:39",22
"GLP003","BW","107001426",541,"BW","Body Weight","279","g","279",279,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:38:56",-4
"GLP003","BW","107001426",542,"BW","Body Weight","285","g","285",285,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:58:20",-1
"GLP003","BW","107001426",543,"BW","Body Weight","292","g","292",292,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:31:41",1
"GLP003","BW","107001426",544,"BW","Body Weight","365","g","365",365,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:50:43",8
"GLP003","BW","107001426",545,"BW","Body Weight","421","g","421",421,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:42:14",15
"GLP003","BW","107001426",546,"BW","Body Weight","464","g","464",464,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:44:12",22
"GLP003","BW","107001426",547,"BW","Body Weight","485","g","485",485,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-10T10:57:30",29
"GLP003","BW","107001427",548,"BW","Body Weight","275","g","275",275,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:39:05",-4
"GLP003","BW","107001427",549,"BW","Body Weight","297","g","297",297,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:58:28",-1
"GLP003","BW","107001427",550,"BW","Body Weight","305","g","305",305,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:18:12",1
"GLP003","BW","107001427",551,"BW","Body Weight","354","g","354",354,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:37:42",8
"GLP003","BW","107001427",552,"BW","Body Weight","386","g","386",386,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:32:07",15
"GLP003","BW","107001427",553,"BW","Body Weight","416","g","416",416,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:21:21",22
"GLP003","BW","107001428",554,"BW","Body Weight","275","g","275",275,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:39:13",-4
"GLP003","BW","107001428",555,"BW","Body Weight","308","g","308",308,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:58:45",-1
"GLP003","BW","107001428",556,"BW","Body Weight","313","g","313",313,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:19:28",1
"GLP003","BW","107001428",557,"BW","Body Weight","362","g","362",362,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:38:43",8
"GLP003","BW","107001428",558,"BW","Body Weight","408","g","408",408,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:32:58",15
"GLP003","BW","107001428",559,"BW","Body Weight","450","g","450",450,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:22:39",22
"GLP003","BW","107001428",560,"BW","Body Weight","470","g","470",470,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-10T10:50:53",29
"GLP003","BW","107001429",561,"BW","Body Weight","288","g","288",288,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:39:18",-4
"GLP003","BW","107001429",562,"BW","Body Weight","309","g","309",309,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:58:50",-1
"GLP003","BW","107001429",563,"BW","Body Weight","313","g","313",313,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:33:36",1
"GLP003","BW","107001429",564,"BW","Body Weight","351","g","351",351,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:52:54",8
"GLP003","BW","107001429",565,"BW","Body Weight","379","g","379",379,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:43:41",15
"GLP003","BW","107001429",566,"BW","Body Weight","400","g","400",400,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:46:26",22
"GLP003","BW","107001430",567,"BW","Body Weight","279","g","279",279,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:39:24",-4
"GLP003","BW","107001430",568,"BW","Body Weight","305","g","305",305,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:58:57",-1
"GLP003","BW","107001430",569,"BW","Body Weight","309","g","309",309,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:33:54",1
"GLP003","BW","107001430",570,"BW","Body Weight","353","g","353",353,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:53:10",8
"GLP003","BW","107001430",571,"BW","Body Weight","393","g","393",393,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:43:55",15
"GLP003","BW","107001430",572,"BW","Body Weight","417","g","417",417,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:47:10",22
"GLP003","BW","107001431",573,"BW","Body Weight","270","g","270",270,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:39:29",-4
"GLP003","BW","107001431",574,"BW","Body Weight","296","g","296",296,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:59:08",-1
"GLP003","BW","107001431",575,"BW","Body Weight","295","g","295",295,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:26:32",1
"GLP003","BW","107001431",576,"BW","Body Weight","324","g","324",324,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:45:11",8
"GLP003","BW","107001431",577,"BW","Body Weight","342","g","342",342,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:38:36",15
"GLP003","BW","107001431",578,"BW","Body Weight","367","g","367",367,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:38:06",22
"GLP003","BW","107001432",579,"BW","Body Weight","271","g","271",271,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:39:36",-4
"GLP003","BW","107001432",580,"BW","Body Weight","297","g","297",297,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:59:16",-1
"GLP003","BW","107001432",581,"BW","Body Weight","305","g","305",305,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:28:12",1
"GLP003","BW","107001432",582,"BW","Body Weight","351","g","351",351,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:47:11",8
"GLP003","BW","107001432",583,"BW","Body Weight","388","g","388",388,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:39:48",15
"GLP003","BW","107001432",584,"BW","Body Weight","412","g","412",412,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:39:48",22
"GLP003","BW","107001432",585,"BW","Body Weight","406","g","406",406,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-10T10:56:36",29
"GLP003","BW","107001432",586,"BW","Body Weight","438","g","438",438,"g",NA,NA,NA,NA,NA,NA,36,"2007-07-17T07:39:03",36
"GLP003","BW","107001433",587,"BW","Body Weight","278","g","278",278,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:39:44",-4
"GLP003","BW","107001433",588,"BW","Body Weight","298","g","298",298,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:59:25",-1
"GLP003","BW","107001433",589,"BW","Body Weight","298","g","298",298,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:27:08",1
"GLP003","BW","107001433",590,"BW","Body Weight","311","g","311",311,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:45:45",8
"GLP003","BW","107001433",591,"BW","Body Weight","326","g","326",326,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:39:06",15
"GLP003","BW","107001433",592,"BW","Body Weight","341","g","341",341,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:38:46",22
"GLP003","BW","107001433",593,"BW","Body Weight","342","g","342",342,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-10T10:55:39",29
"GLP003","BW","107001435",594,"BW","Body Weight","260","g","260",260,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:39:58",-4
"GLP003","BW","107001435",595,"BW","Body Weight","291","g","291",291,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:59:40",-1
"GLP003","BW","107001435",596,"BW","Body Weight","291","g","291",291,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:36:58",1
"GLP003","BW","107001435",597,"BW","Body Weight","330","g","330",330,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:55:59",8
"GLP003","BW","107001435",598,"BW","Body Weight","364","g","364",364,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:46:19",15
"GLP003","BW","107001435",599,"BW","Body Weight","391","g","391",391,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:50:45",22
"GLP003","BW","107001435",600,"BW","Body Weight","420","g","420",420,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-10T11:00:50",29
"GLP003","BW","107001435",601,"BW","Body Weight","437","g","437",437,"g",NA,NA,NA,NA,NA,NA,36,"2007-07-17T07:41:30",36
"GLP003","BW","107001436",602,"BW","Body Weight","251","g","251",251,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:40:04",-4
"GLP003","BW","107001436",603,"BW","Body Weight","281","g","281",281,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:59:49",-1
"GLP003","BW","107001436",604,"BW","Body Weight","273","g","273",273,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:29:22",1
"GLP003","BW","107001436",605,"BW","Body Weight","334","g","334",334,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:48:15",8
"GLP003","BW","107001436",606,"BW","Body Weight","374","g","374",374,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:40:18",15
"GLP003","BW","107001436",607,"BW","Body Weight","420","g","420",420,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:40:29",22
"GLP003","BW","107001437",608,"BW","Body Weight","255","g","255",255,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:40:12",-4
"GLP003","BW","107001437",609,"BW","Body Weight","286","g","286",286,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T07:59:58",-1
"GLP003","BW","107001437",610,"BW","Body Weight","287","g","287",287,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:22:48",1
"GLP003","BW","107001437",611,"BW","Body Weight","339","g","339",339,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:42:10",8
"GLP003","BW","107001437",612,"BW","Body Weight","374","g","374",374,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:35:43",15
"GLP003","BW","107001437",613,"BW","Body Weight","398","g","398",398,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:34:21",22
"GLP003","BW","107001438",614,"BW","Body Weight","266","g","266",266,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:40:19",-4
"GLP003","BW","107001438",615,"BW","Body Weight","282","g","282",282,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T08:00:07",-1
"GLP003","BW","107001438",616,"BW","Body Weight","286","g","286",286,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:31:57",1
"GLP003","BW","107001438",617,"BW","Body Weight","303","g","303",303,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:51:01",8
"GLP003","BW","107001438",618,"BW","Body Weight","328","g","328",328,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:42:28",15
"GLP003","BW","107001438",619,"BW","Body Weight","354","g","354",354,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:44:41",22
"GLP003","BW","107001438",620,"BW","Body Weight","357","g","357",357,"g",NA,NA,NA,NA,NA,NA,29,"2007-07-10T10:57:50",29
"GLP003","BW","107001440",621,"BW","Body Weight","276","g","276",276,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:41:17",-4
"GLP003","BW","107001440",622,"BW","Body Weight","309","g","309",309,"g",NA,NA,NA,NA,NA,NA,-1,"2007-06-11T08:01:05",-1
"GLP003","BW","107001440",623,"BW","Body Weight","318","g","318",318,"g",NA,NA,"Y",NA,NA,NA,1,"2007-06-12T07:22:28",1
"GLP003","BW","107001440",624,"BW","Body Weight","371","g","371",371,"g",NA,NA,NA,NA,NA,NA,8,"2007-06-19T07:41:50",8
"GLP003","BW","107001440",625,"BW","Body Weight","416","g","416",416,"g",NA,NA,NA,NA,NA,NA,15,"2007-06-26T07:35:29",15
"GLP003","BW","107001440",626,"BW","Body Weight","452","g","452",452,"g",NA,NA,NA,NA,NA,NA,22,"2007-07-03T06:33:51",22
"GLP003","BW","107001441",627,"BW","Body Weight","261","g","261",261,"g",NA,NA,NA,NA,NA,NA,-4,"2007-06-08T08:41:31",-4
