"STUDYID","DOMAIN","USUBJID","SESEQ","ETCD","ELEMENT","SESTDTC","SEENDTC","SEUPDES"
"GLP003","SE","107001549",480,"D_5","600 mg/kg/day XYZ-12345","2007-06-14","2007-06-14",NA
"GLP003","SE","107001605",481,"D_5","600 mg/kg/day XYZ-12345","2007-06-14","2007-06-14",NA
"GLP003","SE","107001591",482,"D_5","600 mg/kg/day XYZ-12345","2007-06-14","2007-06-14",NA
"GLP003","SE","107001397",483,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:54:54",NA
"GLP003","SE","107001467",484,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:55:08",NA
"GLP003","SE","107001387",485,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:55:15",NA
"GLP003","SE","107001384",486,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:55:21",NA
"GLP003","SE","107001423",487,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:55:34",NA
"GLP003","SE","107001594",488,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:39:11",NA
"GLP003","SE","107001619",489,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:39:18",NA
"GLP003","SE","107001518",490,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:39:25",NA
"GLP003","SE","107001538",491,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:39:32",NA
"GLP003","SE","107001581",492,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:39:38",NA
"GLP003","SE","107001351",493,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:55:49",NA
"GLP003","SE","107001382",494,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:56:00",NA
"GLP003","SE","107001362",495,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:56:08",NA
"GLP003","SE","107001363",496,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:56:14",NA
"GLP003","SE","107001473",497,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:56:27",NA
"GLP003","SE","107001556",498,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:39:44",NA
"GLP003","SE","107001561",499,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:39:50",NA
"GLP003","SE","107001559",500,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:40:03",NA
"GLP003","SE","107001609",501,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:40:10",NA
"GLP003","SE","107001563",502,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:40:16",NA
"GLP003","SE","107001386",503,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:56:34",NA
"GLP003","SE","107001379",504,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:56:40",NA
"GLP003","SE","107001432",505,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:56:46",NA
"GLP003","SE","107001478",506,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:56:52",NA
"GLP003","SE","107001491",507,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:56:57",NA
"GLP003","SE","107001637",508,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:40:23",NA
"GLP003","SE","107001612",509,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:40:29",NA
"GLP003","SE","107001574",510,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:40:38",NA
"GLP003","SE","107001519",511,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:40:47",NA
"GLP003","SE","107001589",512,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:40:53",NA
"GLP003","SE","107001482",513,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:57:03",NA
"GLP003","SE","107001486",514,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:57:08",NA
"GLP003","SE","107001398",515,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:57:18",NA
"GLP003","SE","107001445",516,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:57:25",NA
"GLP003","SE","107001399",517,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:57:31",NA
"GLP003","SE","107001584",518,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:40:59",NA
"GLP003","SE","107001566",519,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:41:09",NA
"GLP003","SE","107001644",520,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:41:17",NA
"GLP003","SE","107001587",521,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:41:25",NA
"GLP003","SE","107001638",522,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:41:37",NA
"GLP003","SE","107001474",523,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:57:41",NA
"GLP003","SE","107001446",524,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:57:48",NA
"GLP003","SE","107001485",525,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:58:00",NA
"GLP003","SE","107001435",526,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:58:20",NA
"GLP003","SE","107001383",527,"RECOVERY","Recovery","2007-06-12","2007-07-24T09:58:27",NA
"GLP003","SE","107001628",528,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:41:42",NA
"GLP003","SE","107001554",529,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:41:48",NA
"GLP003","SE","107001598",530,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:41:53",NA
"GLP003","SE","107001555",531,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:42:01",NA
"GLP003","SE","107001588",532,"RECOVERY","Recovery","2007-06-14","2007-07-26T11:42:08",NA
