"STUDYID","DOMAIN","USUBJID","OMSEQ","OMTESTCD","OMTEST","OMORRES","OMORRESU","OMSTRESC","OMSTRESN","OMSTRESU","OMSTAT","OMREASND","OMSPEC","OMANTREG","OMSPCCND","OMSPCUFL","OMLAT","OMDIR","OMPORTOT","OMEXCLFL","OMREASEX","OMDTC","OMDY"
"GLP003","OM","107001493",1,"WEIGHT","Weight","1.971","g","1.971",1.971,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001493",2,"WEIGHT","Weight","1.243","g","1.243",1.243,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001493",3,"WEIGHT","Weight","11.962","g","11.962",11.962,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001493",4,"WEIGHT","Weight","2.579","g","2.579",2.579,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001493",5,"WEIGHT","Weight","3.29","g","3.29",3.29,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001493",6,"WEIGHT","Weight","2.433","g","2.433",2.433,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001493",7,"WEIGHT","Weight",".011","g","0.011",0.011,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001493",8,"WEIGHT","Weight",".036","g","0.036",0.036,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001493",9,"WEIGHT","Weight",".062","g","0.062",0.062,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001493",10,"WEIGHT","Weight",".715","g","0.715",0.715,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001493",11,"WEIGHT","Weight",".599","g","0.599",0.599,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001427",12,"WEIGHT","Weight","2.1","g","2.1",2.1,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001427",13,"WEIGHT","Weight","1.139","g","1.139",1.139,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001427",14,"WEIGHT","Weight","11.175","g","11.175",11.175,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001427",15,"WEIGHT","Weight","2.532","g","2.532",2.532,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001427",16,"WEIGHT","Weight","3.417","g","3.417",3.417,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001427",17,"WEIGHT","Weight","2.772","g","2.772",2.772,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001427",18,"WEIGHT","Weight",".014","g","0.014",0.014,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001427",19,"WEIGHT","Weight",".029","g","0.029",0.029,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001427",20,"WEIGHT","Weight",".065","g","0.065",0.065,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001427",21,"WEIGHT","Weight",".751","g","0.751",0.751,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001427",22,"WEIGHT","Weight",".323","g","0.323",0.323,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001458",23,"WEIGHT","Weight","2.12","g","2.12",2.12,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001458",24,"WEIGHT","Weight","1.046","g","1.046",1.046,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001458",25,"WEIGHT","Weight","10.272","g","10.272",10.272,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001458",26,"WEIGHT","Weight","2.547","g","2.547",2.547,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001458",27,"WEIGHT","Weight","3.391","g","3.391",3.391,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001458",28,"WEIGHT","Weight","2.878","g","2.878",2.878,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001458",29,"WEIGHT","Weight",".011","g","0.011",0.011,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001458",30,"WEIGHT","Weight",".021","g","0.021",0.021,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001458",31,"WEIGHT","Weight",".06","g","0.06",0.06,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001458",32,"WEIGHT","Weight",".542","g","0.542",0.542,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001458",33,"WEIGHT","Weight",".526","g","0.526",0.526,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001389",34,"WEIGHT","Weight","2.065","g","2.065",2.065,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001389",35,"WEIGHT","Weight","1.155","g","1.155",1.155,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001389",36,"WEIGHT","Weight","12.526","g","12.526",12.526,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001389",37,"WEIGHT","Weight","2.962","g","2.962",2.962,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001389",38,"WEIGHT","Weight","3.27","g","3.27",3.27,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001389",39,"WEIGHT","Weight","2.437","g","2.437",2.437,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001389",40,"WEIGHT","Weight",".009","g","0.009",0.009,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001389",41,"WEIGHT","Weight",".029","g","0.029",0.029,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001389",42,"WEIGHT","Weight",".06","g","0.06",0.06,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001389",43,"WEIGHT","Weight",".741","g","0.741",0.741,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001389",44,"WEIGHT","Weight",".642","g","0.642",0.642,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001377",45,"WEIGHT","Weight","2.27","g","2.27",2.27,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001377",46,"WEIGHT","Weight","1.329","g","1.329",1.329,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001377",47,"WEIGHT","Weight","13.369","g","13.369",13.369,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001377",48,"WEIGHT","Weight","2.711","g","2.711",2.711,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001377",49,"WEIGHT","Weight","2.984","g","2.984",2.984,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001377",50,"WEIGHT","Weight","1.987","g","1.987",1.987,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001377",51,"WEIGHT","Weight",".004","g","0.004",0.004,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001377",52,"WEIGHT","Weight",".022","g","0.022",0.022,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001377",53,"WEIGHT","Weight",".05","g","0.05",0.05,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001377",54,"WEIGHT","Weight",".962","g","0.962",0.962,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001377",55,"WEIGHT","Weight",".701","g","0.701",0.701,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-10",29
"GLP003","OM","107001472",56,"WEIGHT","Weight","1.969","g","1.969",1.969,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001472",57,"WEIGHT","Weight","1.034","g","1.034",1.034,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001472",58,"WEIGHT","Weight","9.316","g","9.316",9.316,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001472",59,"WEIGHT","Weight","2.022","g","2.022",2.022,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001472",60,"WEIGHT","Weight","3.589","g","3.589",3.589,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001472",61,"WEIGHT","Weight","2.531","g","2.531",2.531,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001472",62,"WEIGHT","Weight",".007","g","0.007",0.007,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001472",63,"WEIGHT","Weight",".025","g","0.025",0.025,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001472",64,"WEIGHT","Weight",".052","g","0.052",0.052,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001472",65,"WEIGHT","Weight",".709","g","0.709",0.709,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001472",66,"WEIGHT","Weight",".463","g","0.463",0.463,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001401",67,"WEIGHT","Weight","2.16","g","2.16",2.16,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001401",68,"WEIGHT","Weight","1.21","g","1.21",1.21,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001401",69,"WEIGHT","Weight","11.885","g","11.885",11.885,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001401",70,"WEIGHT","Weight","2.848","g","2.848",2.848,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001401",71,"WEIGHT","Weight","3.266","g","3.266",3.266,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001401",72,"WEIGHT","Weight","3.342","g","3.342",3.342,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001401",73,"WEIGHT","Weight",".013","g","0.013",0.013,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001401",74,"WEIGHT","Weight",".025","g","0.025",0.025,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001401",75,"WEIGHT","Weight",".062","g","0.062",0.062,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001401",76,"WEIGHT","Weight",".816","g","0.816",0.816,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001401",77,"WEIGHT","Weight",".443","g","0.443",0.443,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001466",78,"WEIGHT","Weight","2.268","g","2.268",2.268,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001466",79,"WEIGHT","Weight","1.404","g","1.404",1.404,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001466",80,"WEIGHT","Weight","12.649","g","12.649",12.649,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001466",81,"WEIGHT","Weight","2.977","g","2.977",2.977,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001466",82,"WEIGHT","Weight","3.516","g","3.516",3.516,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001466",83,"WEIGHT","Weight","2.347","g","2.347",2.347,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001466",84,"WEIGHT","Weight",".009","g","0.009",0.009,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001466",85,"WEIGHT","Weight",".025","g","0.025",0.025,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001466",86,"WEIGHT","Weight",".061","g","0.061",0.061,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001466",87,"WEIGHT","Weight",".83","g","0.83",0.83,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001466",88,"WEIGHT","Weight",".493","g","0.493",0.493,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001428",89,"WEIGHT","Weight","2.15","g","2.15",2.15,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001428",90,"WEIGHT","Weight","1.456","g","1.456",1.456,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001428",91,"WEIGHT","Weight","12.991","g","12.991",12.991,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001428",92,"WEIGHT","Weight","2.899","g","2.899",2.899,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001428",93,"WEIGHT","Weight","3.59","g","3.59",3.59,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001428",94,"WEIGHT","Weight","2.924","g","2.924",2.924,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001428",95,"WEIGHT","Weight",".005","g","0.005",0.005,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001428",96,"WEIGHT","Weight",".032","g","0.032",0.032,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001428",97,"WEIGHT","Weight",".061","g","0.061",0.061,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001428",98,"WEIGHT","Weight","1.025","g","1.025",1.025,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001428",99,"WEIGHT","Weight",".591","g","0.591",0.591,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001483",100,"WEIGHT","Weight","2.02","g","2.02",2.02,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001483",101,"WEIGHT","Weight","1.089","g","1.089",1.089,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001483",102,"WEIGHT","Weight","9.429","g","9.429",9.429,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001483",103,"WEIGHT","Weight","2.479","g","2.479",2.479,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001483",104,"WEIGHT","Weight","3.335","g","3.335",3.335,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001483",105,"WEIGHT","Weight","2.499","g","2.499",2.499,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001483",106,"WEIGHT","Weight",".009","g","0.009",0.009,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001483",107,"WEIGHT","Weight",".03","g","0.03",0.03,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001483",108,"WEIGHT","Weight",".088","g","0.088",0.088,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001483",109,"WEIGHT","Weight",".697","g","0.697",0.697,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001483",110,"WEIGHT","Weight",".304","g","0.304",0.304,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-11",30
"GLP003","OM","107001397",111,"WEIGHT","Weight","2.219","g","2.219",2.219,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001397",112,"WEIGHT","Weight","1.187","g","1.187",1.187,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001397",113,"WEIGHT","Weight","11.176","g","11.176",11.176,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001397",114,"WEIGHT","Weight","2.277","g","2.277",2.277,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001397",115,"WEIGHT","Weight","3.353","g","3.353",3.353,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001397",116,"WEIGHT","Weight","1.763","g","1.763",1.763,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001397",117,"WEIGHT","Weight",".009","g","0.009",0.009,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001397",118,"WEIGHT","Weight",".022","g","0.022",0.022,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001397",119,"WEIGHT","Weight",".063","g","0.063",0.063,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001397",120,"WEIGHT","Weight",".722","g","0.722",0.722,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001397",121,"WEIGHT","Weight",".656","g","0.656",0.656,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001467",122,"WEIGHT","Weight","2.007","g","2.007",2.007,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001467",123,"WEIGHT","Weight","1.364","g","1.364",1.364,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001467",124,"WEIGHT","Weight","12.898","g","12.898",12.898,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001467",125,"WEIGHT","Weight","2.894","g","2.894",2.894,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001467",126,"WEIGHT","Weight","3.015","g","3.015",3.015,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001467",127,"WEIGHT","Weight","2.76","g","2.76",2.76,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001467",128,"WEIGHT","Weight",".009","g","0.009",0.009,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001467",129,"WEIGHT","Weight",".023","g","0.023",0.023,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001467",130,"WEIGHT","Weight",".054","g","0.054",0.054,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001467",131,"WEIGHT","Weight",".696","g","0.696",0.696,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001467",132,"WEIGHT","Weight",".594","g","0.594",0.594,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001387",133,"WEIGHT","Weight","2.118","g","2.118",2.118,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001387",134,"WEIGHT","Weight","1.174","g","1.174",1.174,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001387",135,"WEIGHT","Weight","12.344","g","12.344",12.344,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001387",136,"WEIGHT","Weight","2.68","g","2.68",2.68,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001387",137,"WEIGHT","Weight","3.283","g","3.283",3.283,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001387",138,"WEIGHT","Weight","2.119","g","2.119",2.119,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001387",139,"WEIGHT","Weight",".008","g","0.008",0.008,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001387",140,"WEIGHT","Weight",".023","g","0.023",0.023,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001387",141,"WEIGHT","Weight",".053","g","0.053",0.053,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001387",142,"WEIGHT","Weight",".765","g","0.765",0.765,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001387",143,"WEIGHT","Weight",".454","g","0.454",0.454,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001384",144,"WEIGHT","Weight","2.195","g","2.195",2.195,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001384",145,"WEIGHT","Weight","1.36","g","1.36",1.36,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001384",146,"WEIGHT","Weight","11.325","g","11.325",11.325,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001384",147,"WEIGHT","Weight","2.725","g","2.725",2.725,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
