"STUDYID","DOMAIN","USUBJID","OMSEQ","OMTESTCD","OMTEST","OMORRES","OMORRESU","OMSTRESC","OMSTRESN","OMSTRESU","OMSTAT","OMREASND","OMSPEC","OMANTREG","OMSPCCND","OMSPCUFL","OMLAT","OMDIR","OMPORTOT","OMEXCLFL","OMREASEX","OMDTC","OMDY"
"GLP003","OM","107001432",795,"WEIGHT","Weight","10.205","g","10.205",10.205,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001432",796,"WEIGHT","Weight","2.559","g","2.559",2.559,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001432",797,"WEIGHT","Weight","3.533","g","3.533",3.533,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001432",798,"WEIGHT","Weight","2.983","g","2.983",2.983,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001432",799,"WEIGHT","Weight",".011","g","0.011",0.011,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001432",800,"WEIGHT","Weight",".021","g","0.021",0.021,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001432",801,"WEIGHT","Weight",".05","g","0.05",0.05,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001432",802,"WEIGHT","Weight",".797","g","0.797",0.797,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001432",803,"WEIGHT","Weight",".348","g","0.348",0.348,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001478",804,"WEIGHT","Weight","2.187","g","2.187",2.187,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001478",805,"WEIGHT","Weight","1.3","g","1.3",1.3,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001478",806,"WEIGHT","Weight","13.099","g","13.099",13.099,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001478",807,"WEIGHT","Weight","2.871","g","2.871",2.871,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001478",808,"WEIGHT","Weight","3.307","g","3.307",3.307,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001478",809,"WEIGHT","Weight","2.626","g","2.626",2.626,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001478",810,"WEIGHT","Weight",".009","g","0.009",0.009,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001478",811,"WEIGHT","Weight",".035","g","0.035",0.035,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001478",812,"WEIGHT","Weight",".063","g","0.063",0.063,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001478",813,"WEIGHT","Weight",".694","g","0.694",0.694,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001478",814,"WEIGHT","Weight",".491","g","0.491",0.491,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001491",815,"WEIGHT","Weight","2.191","g","2.191",2.191,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001491",816,"WEIGHT","Weight","1.383","g","1.383",1.383,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001491",817,"WEIGHT","Weight","14.53","g","14.53",14.53,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001491",818,"WEIGHT","Weight","2.956","g","2.956",2.956,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001491",819,"WEIGHT","Weight","3.43","g","3.43",3.43,"g",NA,NA,"TESTIS",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001491",820,"WEIGHT","Weight","2.648","g","2.648",2.648,"g",NA,NA,"GLAND, PROSTATE",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001491",821,"WEIGHT","Weight",".012","g","0.012",0.012,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001491",822,"WEIGHT","Weight",".034","g","0.034",0.034,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001491",823,"WEIGHT","Weight",".064","g","0.064",0.064,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001491",824,"WEIGHT","Weight","1.092","g","1.092",1.092,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001491",825,"WEIGHT","Weight",".613","g","0.613",0.613,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-24",43
"GLP003","OM","107001570",826,"WEIGHT","Weight","2.039","g","2.039",2.039,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001570",827,"WEIGHT","Weight",".879","g","0.879",0.879,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001570",828,"WEIGHT","Weight","6.579","g","6.579",6.579,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001570",829,"WEIGHT","Weight","1.743","g","1.743",1.743,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001570",830,"WEIGHT","Weight",".115","g","0.115",0.115,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001570",831,"WEIGHT","Weight",".747","g","0.747",0.747,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001570",832,"WEIGHT","Weight",".015","g","0.015",0.015,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001570",833,"WEIGHT","Weight",".017","g","0.017",0.017,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001570",834,"WEIGHT","Weight",".076","g","0.076",0.076,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001570",835,"WEIGHT","Weight",".505","g","0.505",0.505,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001570",836,"WEIGHT","Weight",".562","g","0.562",0.562,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001618",837,"WEIGHT","Weight","1.769","g","1.769",1.769,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001618",838,"WEIGHT","Weight",".725","g","0.725",0.725,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001618",839,"WEIGHT","Weight","6.011","g","6.011",6.011,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001618",840,"WEIGHT","Weight","1.67","g","1.67",1.67,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001618",841,"WEIGHT","Weight",".134","g","0.134",0.134,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001618",842,"WEIGHT","Weight",".785","g","0.785",0.785,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001618",843,"WEIGHT","Weight",".012","g","0.012",0.012,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001618",844,"WEIGHT","Weight",".014","g","0.014",0.014,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001618",845,"WEIGHT","Weight",".077","g","0.077",0.077,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001618",846,"WEIGHT","Weight",".515","g","0.515",0.515,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001618",847,"WEIGHT","Weight",".492","g","0.492",0.492,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001520",848,"WEIGHT","Weight","1.94","g","1.94",1.94,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001520",849,"WEIGHT","Weight",".924","g","0.924",0.924,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001520",850,"WEIGHT","Weight","6.922","g","6.922",6.922,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001520",851,"WEIGHT","Weight","1.689","g","1.689",1.689,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001520",852,"WEIGHT","Weight",".105","g","0.105",0.105,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001520",853,"WEIGHT","Weight",".744","g","0.744",0.744,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001520",854,"WEIGHT","Weight",".01","g","0.01",0.01,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001520",855,"WEIGHT","Weight",".014","g","0.014",0.014,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001520",856,"WEIGHT","Weight",".08","g","0.08",0.08,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001520",857,"WEIGHT","Weight",".687","g","0.687",0.687,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001520",858,"WEIGHT","Weight",".327","g","0.327",0.327,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001553",859,"WEIGHT","Weight","1.858","g","1.858",1.858,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001553",860,"WEIGHT","Weight",".791","g","0.791",0.791,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001553",861,"WEIGHT","Weight","6.29","g","6.29",6.29,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001553",862,"WEIGHT","Weight","1.419","g","1.419",1.419,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001553",863,"WEIGHT","Weight",".063","g","0.063",0.063,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001553",864,"WEIGHT","Weight",".702","g","0.702",0.702,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001553",865,"WEIGHT","Weight","10.385","g","10.385",10.385,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001553",866,"WEIGHT","Weight",".015","g","0.015",0.015,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001553",867,"WEIGHT","Weight",".055","g","0.055",0.055,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001553",868,"WEIGHT","Weight",".574","g","0.574",0.574,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001553",869,"WEIGHT","Weight",".404","g","0.404",0.404,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001540",870,"WEIGHT","Weight","2.003","g","2.003",2.003,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001540",871,"WEIGHT","Weight",".847","g","0.847",0.847,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001540",872,"WEIGHT","Weight","6.556","g","6.556",6.556,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001540",873,"WEIGHT","Weight","1.765","g","1.765",1.765,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001540",874,"WEIGHT","Weight",".178","g","0.178",0.178,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001540",875,"WEIGHT","Weight",".574","g","0.574",0.574,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001540",876,"WEIGHT","Weight",".014","g","0.014",0.014,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001540",877,"WEIGHT","Weight",".018","g","0.018",0.018,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001540",878,"WEIGHT","Weight",".072","g","0.072",0.072,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001540",879,"WEIGHT","Weight",".502","g","0.502",0.502,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001540",880,"WEIGHT","Weight",".339","g","0.339",0.339,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-12",29
"GLP003","OM","107001562",881,"WEIGHT","Weight","1.84","g","1.84",1.84,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001562",882,"WEIGHT","Weight",".908","g","0.908",0.908,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001562",883,"WEIGHT","Weight","6.6","g","6.6",6.6,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001562",884,"WEIGHT","Weight","1.589","g","1.589",1.589,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001562",885,"WEIGHT","Weight",".077","g","0.077",0.077,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001562",886,"WEIGHT","Weight",".675","g","0.675",0.675,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001562",887,"WEIGHT","Weight",".009","g","0.009",0.009,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001562",888,"WEIGHT","Weight",".009","g","0.009",0.009,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001562",889,"WEIGHT","Weight",".077","g","0.077",0.077,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001562",890,"WEIGHT","Weight",".587","g","0.587",0.587,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001562",891,"WEIGHT","Weight",".43","g","0.43",0.43,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001631",892,"WEIGHT","Weight","1.902","g","1.902",1.902,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001631",893,"WEIGHT","Weight",".836","g","0.836",0.836,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001631",894,"WEIGHT","Weight","6.306","g","6.306",6.306,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001631",895,"WEIGHT","Weight","1.784","g","1.784",1.784,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001631",896,"WEIGHT","Weight",".113","g","0.113",0.113,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001631",897,"WEIGHT","Weight",".648","g","0.648",0.648,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001631",898,"WEIGHT","Weight",".017","g","0.017",0.017,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001631",899,"WEIGHT","Weight",".014","g","0.014",0.014,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001631",900,"WEIGHT","Weight",".019","g","0.019",0.019,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001631",901,"WEIGHT","Weight",".698","g","0.698",0.698,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001631",902,"WEIGHT","Weight",".406","g","0.406",0.406,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001499",903,"WEIGHT","Weight","1.878","g","1.878",1.878,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001499",904,"WEIGHT","Weight",".86","g","0.86",0.86,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001499",905,"WEIGHT","Weight","6.874","g","6.874",6.874,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001499",906,"WEIGHT","Weight","1.781","g","1.781",1.781,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001499",907,"WEIGHT","Weight",".161","g","0.161",0.161,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001499",908,"WEIGHT","Weight",".603","g","0.603",0.603,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001499",909,"WEIGHT","Weight",".013","g","0.013",0.013,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001499",910,"WEIGHT","Weight",".025","g","0.025",0.025,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001499",911,"WEIGHT","Weight",".076","g","0.076",0.076,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001499",912,"WEIGHT","Weight",".547","g","0.547",0.547,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001499",913,"WEIGHT","Weight",".484","g","0.484",0.484,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001552",914,"WEIGHT","Weight","1.889","g","1.889",1.889,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001552",915,"WEIGHT","Weight",".77","g","0.77",0.77,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001552",916,"WEIGHT","Weight","6.07","g","6.07",6.07,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001552",917,"WEIGHT","Weight","1.516","g","1.516",1.516,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001552",918,"WEIGHT","Weight",".115","g","0.115",0.115,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001552",919,"WEIGHT","Weight",".601","g","0.601",0.601,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001552",920,"WEIGHT","Weight",".018","g","0.018",0.018,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001552",921,"WEIGHT","Weight",".016","g","0.016",0.016,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001552",922,"WEIGHT","Weight",".08","g","0.08",0.08,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001552",923,"WEIGHT","Weight",".574","g","0.574",0.574,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001552",924,"WEIGHT","Weight",".475","g","0.475",0.475,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001505",925,"WEIGHT","Weight","1.878","g","1.878",1.878,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001505",926,"WEIGHT","Weight",".855","g","0.855",0.855,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001505",927,"WEIGHT","Weight","6.911","g","6.911",6.911,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001505",928,"WEIGHT","Weight","1.613","g","1.613",1.613,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001505",929,"WEIGHT","Weight",".097","g","0.097",0.097,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001505",930,"WEIGHT","Weight",".92","g","0.92",0.92,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001505",931,"WEIGHT","Weight",".013","g","0.013",0.013,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001505",932,"WEIGHT","Weight",".013","g","0.013",0.013,"g",NA,NA,"GLAND, THYROID",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001505",933,"WEIGHT","Weight",".07","g","0.07",0.07,"g",NA,NA,"GLAND, ADRENAL",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001505",934,"WEIGHT","Weight",".511","g","0.511",0.511,"g",NA,NA,"SPLEEN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001505",935,"WEIGHT","Weight",".415","g","0.415",0.415,"g",NA,NA,"THYMUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-13",30
"GLP003","OM","107001637",936,"WEIGHT","Weight","1.861","g","1.861",1.861,"g",NA,NA,"BRAIN",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001637",937,"WEIGHT","Weight",".912","g","0.912",0.912,"g",NA,NA,"HEART",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001637",938,"WEIGHT","Weight","7.417","g","7.417",7.417,"g",NA,NA,"LIVER",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001637",939,"WEIGHT","Weight","1.883","g","1.883",1.883,"g",NA,NA,"KIDNEY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001637",940,"WEIGHT","Weight",".126","g","0.126",0.126,"g",NA,NA,"OVARY",NA,NA,NA,"BILATERAL",NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001637",941,"WEIGHT","Weight",".702","g","0.702",0.702,"g",NA,NA,"UTERUS",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
"GLP003","OM","107001637",942,"WEIGHT","Weight",".019","g","0.019",0.019,"g",NA,NA,"GLAND, PITUITARY",NA,NA,NA,NA,NA,NA,NA,NA,"2007-07-26",43
