"STUDYID","DOMAIN","USUBJID","BGSEQ","BGTESTCD","BGTEST","BGORRES","BGORRESU","BGSTRESC","BGSTRESN","BGSTRESU","BGSTAT","BGREASND","BGEXCLFL","BGREASEX","BGDTC","BGENDTC","BGDY","BGENDY","BGELTM","BGTPTREF","BGRFTDTC"
"GLP003","BG","107001458",303,"BWGAIN","Body Weight Gain","43.0","g","43.0",43,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001389",304,"BWGAIN","Body Weight Gain","47.0","g","47.0",47,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001377",305,"BWGAIN","Body Weight Gain","55.0","g","55.0",55,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001472",306,"BWGAIN","Body Weight Gain","24.0","g","24.0",24,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001401",307,"BWGAIN","Body Weight Gain","45.0","g","45.0",45,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001466",308,"BWGAIN","Body Weight Gain","49.0","g","49.0",49,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001428",309,"BWGAIN","Body Weight Gain","49.0","g","49.0",49,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001483",310,"BWGAIN","Body Weight Gain","30.0","g","30.0",30,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001397",311,"BWGAIN","Body Weight Gain","45.0","g","45.0",45,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001467",312,"BWGAIN","Body Weight Gain","40.0","g","40.0",40,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001387",313,"BWGAIN","Body Weight Gain","33.0","g","33.0",33,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001384",314,"BWGAIN","Body Weight Gain","40.0","g","40.0",40,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001423",315,"BWGAIN","Body Weight Gain","31.0","g","31.0",31,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001529",316,"BWGAIN","Body Weight Gain","21.0","g","21.0",21,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001528",317,"BWGAIN","Body Weight Gain","17.0","g","17.0",17,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001576",318,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001616",319,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001500",320,"BWGAIN","Body Weight Gain","14.0","g","14.0",14,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001535",321,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001647",322,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001592",323,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001569",324,"BWGAIN","Body Weight Gain","13.0","g","13.0",13,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001537",325,"BWGAIN","Body Weight Gain","3.0","g","3.0",3,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001594",326,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001619",327,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001518",328,"BWGAIN","Body Weight Gain","13.0","g","13.0",13,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001538",329,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001581",330,"BWGAIN","Body Weight Gain","23.0","g","23.0",23,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001469",331,"BWGAIN","Body Weight Gain","43.0","g","43.0",43,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001425",332,"BWGAIN","Body Weight Gain","33.0","g","33.0",33,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001440",333,"BWGAIN","Body Weight Gain","53.0","g","53.0",53,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001419",334,"BWGAIN","Body Weight Gain","27.0","g","27.0",27,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001437",335,"BWGAIN","Body Weight Gain","52.0","g","52.0",52,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001415",336,"BWGAIN","Body Weight Gain","32.0","g","32.0",32,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001368",337,"BWGAIN","Body Weight Gain",NA,NA,NA,NA,NA,"NOT DONE","MISSING BODY WEIGHT",NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001455",338,"BWGAIN","Body Weight Gain","57.0","g","57.0",57,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001470",339,"BWGAIN","Body Weight Gain","44.0","g","44.0",44,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001456",340,"BWGAIN","Body Weight Gain","24.0","g","24.0",24,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001351",341,"BWGAIN","Body Weight Gain","29.0","g","29.0",29,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001382",342,"BWGAIN","Body Weight Gain","46.0","g","46.0",46,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001362",343,"BWGAIN","Body Weight Gain","34.0","g","34.0",34,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001363",344,"BWGAIN","Body Weight Gain","51.0","g","51.0",51,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001473",345,"BWGAIN","Body Weight Gain","27.0","g","27.0",27,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001525",346,"BWGAIN","Body Weight Gain","0.0","g","0.0",0,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001541",347,"BWGAIN","Body Weight Gain","14.0","g","14.0",14,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001579",348,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001534",349,"BWGAIN","Body Weight Gain","18.0","g","18.0",18,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001629",350,"BWGAIN","Body Weight Gain","-213.0","g","-213.0",-213,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001511",351,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001620",352,"BWGAIN","Body Weight Gain","-5.0","g","-5.0",-5,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001641",353,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001602",354,"BWGAIN","Body Weight Gain","15.0","g","15.0",15,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001513",355,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001556",356,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001561",357,"BWGAIN","Body Weight Gain","-1.0","g","-1.0",-1,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001559",358,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001609",359,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001563",360,"BWGAIN","Body Weight Gain","14.0","g","14.0",14,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001441",361,"BWGAIN","Body Weight Gain","35.0","g","35.0",35,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001488",362,"BWGAIN","Body Weight Gain","40.0","g","40.0",40,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001431",363,"BWGAIN","Body Weight Gain","29.0","g","29.0",29,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001394",364,"BWGAIN","Body Weight Gain","47.0","g","47.0",47,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001480",365,"BWGAIN","Body Weight Gain","47.0","g","47.0",47,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001411",366,"BWGAIN","Body Weight Gain","42.0","g","42.0",42,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001433",367,"BWGAIN","Body Weight Gain","13.0","g","13.0",13,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001375",368,"BWGAIN","Body Weight Gain","49.0","g","49.0",49,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001381",369,"BWGAIN","Body Weight Gain","35.0","g","35.0",35,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001416",370,"BWGAIN","Body Weight Gain","49.0","g","49.0",49,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001386",371,"BWGAIN","Body Weight Gain","47.0","g","47.0",47,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001379",372,"BWGAIN","Body Weight Gain","48.0","g","48.0",48,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001432",373,"BWGAIN","Body Weight Gain","46.0","g","46.0",46,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001478",374,"BWGAIN","Body Weight Gain","56.0","g","56.0",56,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001491",375,"BWGAIN","Body Weight Gain","41.0","g","41.0",41,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001570",376,"BWGAIN","Body Weight Gain","15.0","g","15.0",15,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001618",377,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001520",378,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001553",379,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001540",380,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001562",381,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001631",382,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001499",383,"BWGAIN","Body Weight Gain","18.0","g","18.0",18,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001552",384,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001505",385,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001637",386,"BWGAIN","Body Weight Gain","20.0","g","20.0",20,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001612",387,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001574",388,"BWGAIN","Body Weight Gain","16.0","g","16.0",16,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001519",389,"BWGAIN","Body Weight Gain","14.0","g","14.0",14,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001589",390,"BWGAIN","Body Weight Gain","17.0","g","17.0",17,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001447",391,"BWGAIN","Body Weight Gain","38.0","g","38.0",38,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001414",392,"BWGAIN","Body Weight Gain","44.0","g","44.0",44,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001400",393,"BWGAIN","Body Weight Gain","60.0","g","60.0",60,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001454",394,"BWGAIN","Body Weight Gain","33.0","g","33.0",33,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001393",395,"BWGAIN","Body Weight Gain","44.0","g","44.0",44,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001355",396,"BWGAIN","Body Weight Gain","39.0","g","39.0",39,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001426",397,"BWGAIN","Body Weight Gain","73.0","g","73.0",73,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001424",398,"BWGAIN","Body Weight Gain","42.0","g","42.0",42,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001438",399,"BWGAIN","Body Weight Gain","17.0","g","17.0",17,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001404",400,"BWGAIN","Body Weight Gain","48.0","g","48.0",48,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001482",401,"BWGAIN","Body Weight Gain","38.0","g","38.0",38,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001486",402,"BWGAIN","Body Weight Gain","33.0","g","33.0",33,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001398",403,"BWGAIN","Body Weight Gain","50.0","g","50.0",50,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001445",404,"BWGAIN","Body Weight Gain","60.0","g","60.0",60,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001399",405,"BWGAIN","Body Weight Gain","44.0","g","44.0",44,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001583",406,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001517",407,"BWGAIN","Body Weight Gain","18.0","g","18.0",18,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001545",408,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001547",409,"BWGAIN","Body Weight Gain","23.0","g","23.0",23,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001627",410,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001565",411,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001643",412,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001515",413,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001521",414,"BWGAIN","Body Weight Gain","17.0","g","17.0",17,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001508",415,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001584",416,"BWGAIN","Body Weight Gain","22.0","g","22.0",22,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001566",417,"BWGAIN","Body Weight Gain","-2.0","g","-2.0",-2,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001644",418,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001587",419,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001638",420,"BWGAIN","Body Weight Gain","3.0","g","3.0",3,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001449",421,"BWGAIN","Body Weight Gain","44.0","g","44.0",44,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001392",422,"BWGAIN","Body Weight Gain","35.0","g","35.0",35,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001495",423,"BWGAIN","Body Weight Gain","41.0","g","41.0",41,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001391",424,"BWGAIN","Body Weight Gain","53.0","g","53.0",53,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001477",425,"BWGAIN","Body Weight Gain","43.0","g","43.0",43,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001369",426,"BWGAIN","Body Weight Gain","31.0","g","31.0",31,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001461",427,"BWGAIN","Body Weight Gain","26.0","g","26.0",26,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001376",428,"BWGAIN","Body Weight Gain","34.0","g","34.0",34,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001420",429,"BWGAIN","Body Weight Gain","40.0","g","40.0",40,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001350",430,"BWGAIN","Body Weight Gain","43.0","g","43.0",43,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001474",431,"BWGAIN","Body Weight Gain","44.0","g","44.0",44,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001446",432,"BWGAIN","Body Weight Gain","44.0","g","44.0",44,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001485",433,"BWGAIN","Body Weight Gain","27.0","g","27.0",27,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001435",434,"BWGAIN","Body Weight Gain","39.0","g","39.0",39,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001383",435,"BWGAIN","Body Weight Gain","32.0","g","32.0",32,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001533",436,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001617",437,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001578",438,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001571",439,"BWGAIN","Body Weight Gain","1.0","g","1.0",1,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001532",440,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001522",441,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001610",442,"BWGAIN","Body Weight Gain","15.0","g","15.0",15,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001504",443,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001536",444,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001633",445,"BWGAIN","Body Weight Gain","13.0","g","13.0",13,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001628",446,"BWGAIN","Body Weight Gain","1.0","g","1.0",1,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001554",447,"BWGAIN","Body Weight Gain","15.0","g","15.0",15,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001598",448,"BWGAIN","Body Weight Gain","19.0","g","19.0",19,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001555",449,"BWGAIN","Body Weight Gain","-2.0","g","-2.0",-2,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001588",450,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-14","2007-06-21",1,8,NA,NA,NA
"GLP003","BG","107001493",451,"BWGAIN","Body Weight Gain","29.0","g","29.0",29,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001427",452,"BWGAIN","Body Weight Gain","32.0","g","32.0",32,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001458",453,"BWGAIN","Body Weight Gain","36.0","g","36.0",36,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001389",454,"BWGAIN","Body Weight Gain","37.0","g","37.0",37,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001377",455,"BWGAIN","Body Weight Gain","43.0","g","43.0",43,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001472",456,"BWGAIN","Body Weight Gain","21.0","g","21.0",21,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001401",457,"BWGAIN","Body Weight Gain","31.0","g","31.0",31,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001466",458,"BWGAIN","Body Weight Gain","38.0","g","38.0",38,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001428",459,"BWGAIN","Body Weight Gain","46.0","g","46.0",46,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
"GLP003","BG","107001483",460,"BWGAIN","Body Weight Gain","29.0","g","29.0",29,"g",NA,NA,NA,NA,"2007-06-19","2007-06-26",8,15,NA,NA,NA
