"STUDYID","DOMAIN","USUBJID","BGSEQ","BGTESTCD","BGTEST","BGORRES","BGORRESU","BGSTRESC","BGSTRESN","BGSTRESU","BGSTAT","BGREASND","BGEXCLFL","BGREASEX","BGDTC","BGENDTC","BGDY","BGENDY","BGELTM","BGTPTREF","BGRFTDTC"
"GLP003","BG","107001628",146,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-08","2007-06-11",-6,-3,NA,NA,NA
"GLP003","BG","107001554",147,"BWGAIN","Body Weight Gain","14.0","g","14.0",14,"g",NA,NA,NA,NA,"2007-06-08","2007-06-11",-6,-3,NA,NA,NA
"GLP003","BG","107001598",148,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-08","2007-06-11",-6,-3,NA,NA,NA
"GLP003","BG","107001555",149,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-08","2007-06-11",-6,-3,NA,NA,NA
"GLP003","BG","107001588",150,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-08","2007-06-11",-6,-3,NA,NA,NA
"GLP003","BG","107001493",151,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001427",152,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001458",153,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001389",154,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001377",155,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001472",156,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001401",157,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001466",158,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001428",159,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001483",160,"BWGAIN","Body Weight Gain","3.0","g","3.0",3,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001397",161,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001467",162,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001387",163,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001384",164,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001423",165,"BWGAIN","Body Weight Gain","2.0","g","2.0",2,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001529",166,"BWGAIN","Body Weight Gain","-2.0","g","-2.0",-2,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001528",167,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001576",168,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001616",169,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001500",170,"BWGAIN","Body Weight Gain","4.0","g","4.0",4,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001535",171,"BWGAIN","Body Weight Gain","17.0","g","17.0",17,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001647",172,"BWGAIN","Body Weight Gain","15.0","g","15.0",15,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001592",173,"BWGAIN","Body Weight Gain","3.0","g","3.0",3,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001569",174,"BWGAIN","Body Weight Gain","13.0","g","13.0",13,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001537",175,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001594",176,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001619",177,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001518",178,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001538",179,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001581",180,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001469",181,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001425",182,"BWGAIN","Body Weight Gain","4.0","g","4.0",4,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001440",183,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001419",184,"BWGAIN","Body Weight Gain","35.0","g","35.0",35,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001437",185,"BWGAIN","Body Weight Gain","1.0","g","1.0",1,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001415",186,"BWGAIN","Body Weight Gain","3.0","g","3.0",3,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001368",187,"BWGAIN","Body Weight Gain","-1.0","g","-1.0",-1,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001455",188,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001470",189,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001456",190,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001351",191,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001382",192,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001362",193,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001363",194,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001473",195,"BWGAIN","Body Weight Gain","4.0","g","4.0",4,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001525",196,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001541",197,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001579",198,"BWGAIN","Body Weight Gain","13.0","g","13.0",13,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001534",199,"BWGAIN","Body Weight Gain","2.0","g","2.0",2,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001629",200,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001511",201,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001620",202,"BWGAIN","Body Weight Gain","-1.0","g","-1.0",-1,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001641",203,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001602",204,"BWGAIN","Body Weight Gain","4.0","g","4.0",4,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001513",205,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001556",206,"BWGAIN","Body Weight Gain","-3.0","g","-3.0",-3,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001561",207,"BWGAIN","Body Weight Gain","1.0","g","1.0",1,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001559",208,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001609",209,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001563",210,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001441",211,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001488",212,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001431",213,"BWGAIN","Body Weight Gain","-1.0","g","-1.0",-1,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001394",214,"BWGAIN","Body Weight Gain","2.0","g","2.0",2,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001480",215,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001411",216,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001433",217,"BWGAIN","Body Weight Gain","0.0","g","0.0",0,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001375",218,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001381",219,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001416",220,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001386",221,"BWGAIN","Body Weight Gain","13.0","g","13.0",13,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001379",222,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001432",223,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001478",224,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001491",225,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001570",226,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001618",227,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001520",228,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001553",229,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001540",230,"BWGAIN","Body Weight Gain","4.0","g","4.0",4,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001562",231,"BWGAIN","Body Weight Gain","2.0","g","2.0",2,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001631",232,"BWGAIN","Body Weight Gain","4.0","g","4.0",4,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001499",233,"BWGAIN","Body Weight Gain","13.0","g","13.0",13,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001552",234,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001505",235,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001637",236,"BWGAIN","Body Weight Gain","-2.0","g","-2.0",-2,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001612",237,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001574",238,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001519",239,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001589",240,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001447",241,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001414",242,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001400",243,"BWGAIN","Body Weight Gain","3.0","g","3.0",3,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001454",244,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001393",245,"BWGAIN","Body Weight Gain","3.0","g","3.0",3,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001355",246,"BWGAIN","Body Weight Gain","2.0","g","2.0",2,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001426",247,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001424",248,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001438",249,"BWGAIN","Body Weight Gain","4.0","g","4.0",4,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001404",250,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001482",251,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001486",252,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001398",253,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001445",254,"BWGAIN","Body Weight Gain","-1.0","g","-1.0",-1,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001399",255,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001583",256,"BWGAIN","Body Weight Gain","14.0","g","14.0",14,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001517",257,"BWGAIN","Body Weight Gain","18.0","g","18.0",18,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001545",258,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001547",259,"BWGAIN","Body Weight Gain","0.0","g","0.0",0,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001627",260,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001565",261,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001643",262,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001515",263,"BWGAIN","Body Weight Gain","4.0","g","4.0",4,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001521",264,"BWGAIN","Body Weight Gain","2.0","g","2.0",2,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001508",265,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001584",266,"BWGAIN","Body Weight Gain","0.0","g","0.0",0,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001566",267,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001644",268,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001587",269,"BWGAIN","Body Weight Gain","12.0","g","12.0",12,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001638",270,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001449",271,"BWGAIN","Body Weight Gain","13.0","g","13.0",13,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001392",272,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001495",273,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001391",274,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001477",275,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001369",276,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001461",277,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001376",278,"BWGAIN","Body Weight Gain","6.0","g","6.0",6,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001420",279,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001350",280,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001474",281,"BWGAIN","Body Weight Gain","11.0","g","11.0",11,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001446",282,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001485",283,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001435",284,"BWGAIN","Body Weight Gain","0.0","g","0.0",0,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001383",285,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-11","2007-06-12",-1,1,NA,NA,NA
"GLP003","BG","107001533",286,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001617",287,"BWGAIN","Body Weight Gain","8.0","g","8.0",8,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001578",288,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001571",289,"BWGAIN","Body Weight Gain","1.0","g","1.0",1,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001532",290,"BWGAIN","Body Weight Gain","15.0","g","15.0",15,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001522",291,"BWGAIN","Body Weight Gain","4.0","g","4.0",4,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001610",292,"BWGAIN","Body Weight Gain","16.0","g","16.0",16,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001504",293,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001536",294,"BWGAIN","Body Weight Gain","10.0","g","10.0",10,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001633",295,"BWGAIN","Body Weight Gain","5.0","g","5.0",5,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001628",296,"BWGAIN","Body Weight Gain","3.0","g","3.0",3,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001554",297,"BWGAIN","Body Weight Gain","17.0","g","17.0",17,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001598",298,"BWGAIN","Body Weight Gain","9.0","g","9.0",9,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001555",299,"BWGAIN","Body Weight Gain","7.0","g","7.0",7,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001588",300,"BWGAIN","Body Weight Gain","4.0","g","4.0",4,"g",NA,NA,NA,NA,"2007-06-11","2007-06-14",-3,1,NA,NA,NA
"GLP003","BG","107001493",301,"BWGAIN","Body Weight Gain","41.0","g","41.0",41,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
"GLP003","BG","107001427",302,"BWGAIN","Body Weight Gain","49.0","g","49.0",49,"g",NA,NA,NA,NA,"2007-06-12","2007-06-19",1,8,NA,NA,NA
