"LBTEST","LBTESTCD","LBSPEC","SPECIES","SEX","LBSTRESU","LBSTRESM","LBSTRESSD","N"
"Creatine Kinase","CK","PLASMA","RABBIT","F","U/L",1007.11538461538,551.750175722905,13
"Creatine Kinase","CK","PLASMA","RABBIT","M","U/L",641.653846153846,141.565706860717,13
"Creatine Kinase","CK","PLASMA","RAT","F","IU/L",169.654362416107,172.145555428052,298
"Creatine Kinase","CK","PLASMA","RAT","F","U/L",199.325396825397,159.963719958712,252
"Creatine Kinase","CK","PLASMA","RAT","M","IU/L",270.616666666667,96.8366770227413,120
"Creatine Kinase","CK","PLASMA","RAT","M","U/L",218.710659898477,168.737138702846,197
"Creatine Kinase","CK","SERUM","DOG","F","U/L",218.739049701513,124.672837001443,343
"Creatine Kinase","CK","SERUM","DOG","M","U/L",212.737796027502,81.4186493696951,374
"Creatine Kinase","CK","SERUM","MONKEY","F","IU/L",414.076388888889,314.467321018139,24
"Creatine Kinase","CK","SERUM","MONKEY","F","U/L",648.989757303888,1505.54848345754,552
"Creatine Kinase","CK","SERUM","MONKEY","M","IU/L",270.34696969697,118.303549965094,11
"Creatine Kinase","CK","SERUM","MONKEY","M","U/L",647.213282817027,876.718727862748,641
"Creatine Kinase","CK","SERUM","MOUSE","F","U/L",293.020725388601,315.495492548184,193
"Creatine Kinase","CK","SERUM","MOUSE","M","U/L",379.599388379205,483.259842335724,327
"Creatine Kinase","CK","SERUM","PIG","F","U/L",4140.63333333333,2963.8429818485,20
"Creatine Kinase","CK","SERUM","PIG","M","U/L",2672.2,1488.72167346775,20
"Creatine Kinase","CK","SERUM","RABBIT","F","U/L",795.859375,539.534214951029,32
"Creatine Kinase","CK","SERUM","RABBIT","M","U/L",835.328125,402.432129308281,32
"Creatine Kinase","CK","SERUM","RAT","F","IU/L",575.620512820513,382.047984377172,130
"Creatine Kinase","CK","SERUM","RAT","F","U/L",563.328117591275,478.065009841744,2812
"Creatine Kinase","CK","SERUM","RAT","F","ukat/L",5.70114,1.22513308565147,20
"Creatine Kinase","CK","SERUM","RAT","M","IU/L",515.383561643836,292.434483647239,73
"Creatine Kinase","CK","SERUM","RAT","M","U/L",581.220910623946,454.008053403847,2965
"Creatine Kinase","CK","SERUM","RAT","M","ukat/L",8.10995,2.68288296663359,20
"Creatine Kinase","CK","WHOLE BLOOD","RAT","F","U/L",721.533333333333,268.967609836655,60
"Creatine Kinase","CK","WHOLE BLOOD","RAT","M","U/L",805.533333333333,353.613380118556,60
"Chloride","CL","PLASMA","DOG","F","mEq/L",113,0.426401432711221,12
"Chloride","CL","PLASMA","DOG","F","mmol/L",113.172839506173,2.19214894003776,81
"Chloride","CL","PLASMA","DOG","M","mmol/L",111.850340136054,1.79859606320152,49
"Chloride","CL","PLASMA","MONKEY","F","mmol/L",106.694419642857,2.20698717955371,32
"Chloride","CL","PLASMA","MONKEY","M","mmol/L",107.264285714286,1.40631827565348,35
"Chloride","CL","PLASMA","MOUSE","F","mEq/L",117.663157894737,2.0504826952,95
"Chloride","CL","PLASMA","MOUSE","F","mmol/L",111.083333333333,1.25830573921179,12
"Chloride","CL","PLASMA","MOUSE","M","mmol/L",110.857142857143,1.19981683583805,14
"Chloride","CL","PLASMA","RABBIT","F","mmol/L",101.692307692308,3.13938994563741,13
"Chloride","CL","PLASMA","RABBIT","M","mmol/L",102.192307692308,3.59130002888034,13
"Chloride","CL","PLASMA","RAT","F","mEq/L",107.724,2.76546676921147,125
"Chloride","CL","PLASMA","RAT","F","mmol/L",103.519087837838,5.29387811271179,592
"Chloride","CL","PLASMA","RAT","M","mEq/L",107.47,1.33696435412861,20
"Chloride","CL","PLASMA","RAT","M","mmol/L",102.02304526749,2.88196020526841,486
"Chloride","CL","SERUM","DOG","F","mEq/L",110.463397129187,1.84156259021747,209
"Chloride","CL","SERUM","DOG","F","mmol/L",110.759448959224,2.38359840785731,334
"Chloride","CL","SERUM","DOG","M","mEq/L",110.504361370716,1.89217127551449,214
"Chloride","CL","SERUM","DOG","M","mmol/L",110.662864298725,1.94374285648981,366
"Chloride","CL","SERUM","MONKEY","F","mEq/L",107.102184114386,2.25957136269593,504
"Chloride","CL","SERUM","MONKEY","F","mmol/L",106.179633916014,2.47532130746708,474
"Chloride","CL","SERUM","MONKEY","M","mEq/L",106.699633359837,2.21401428696325,539
"Chloride","CL","SERUM","MONKEY","M","mmol/L",105.408955661967,2.56685906084398,537
"Chloride","CL","SERUM","MOUSE","F","mEq/L",113.626050420168,2.95516317625456,238
"Chloride","CL","SERUM","MOUSE","F","mmol/L",112.689655172414,2.46157882564069,116
"Chloride","CL","SERUM","MOUSE","M","mEq/L",113.054166666667,2.91748145622552,240
"Chloride","CL","SERUM","MOUSE","M","mmol/L",110.96943231441,3.7654861677914,229
"Chloride","CL","SERUM","PIG","F","mEq/L",100.219858156028,2.03831250151669,47
"Chloride","CL","SERUM","PIG","M","mEq/L",100.322695035461,1.90264380493383,47
"Chloride","CL","SERUM","RABBIT","F","mEq/L",102.727272727273,1.42032250468547,22
"Chloride","CL","SERUM","RABBIT","F","mmol/L",105.025,1.83435776800836,20
"Chloride","CL","SERUM","RABBIT","M","mEq/L",102.166666666667,2.78955358353309,30
"Chloride","CL","SERUM","RABBIT","M","mmol/L",103.830555555556,2.04157774344738,36
"Chloride","CL","SERUM","RAT","F","mEq/L",102.226891461164,2.66954085096055,1987
"Chloride","CL","SERUM","RAT","F","mmol/L",101.870352754657,2.507323940008,2523
"Chloride","CL","SERUM","RAT","M","mEq/L",101.96878198567,2.49472175704127,1954
"Chloride","CL","SERUM","RAT","M","mmol/L",102.059016880647,2.40377791035531,2804
"Chloride","CL","URINE","DOG","F","mmol/L",98.1578947368421,36.257565170385,38
"Chloride","CL","URINE","MONKEY","F","mEq/L",45.3,20.481689794991,30
"Chloride","CL","URINE","MONKEY","F","mmol/L",44.844347826087,20.9626732824381,23
"Chloride","CL","URINE","MONKEY","M","mEq/L",32.3866666666667,12.1196927510953,15
"Chloride","CL","URINE","MONKEY","M","mmol/L",44.1090909090909,29.2634629661755,33
"Chloride","CL","URINE","MOUSE","F","mEq/L",240.666666666667,73.637723251838,36
"Chloride","CL","URINE","MOUSE","M","mEq/L",184.125,96.8663534233219,48
"Chloride","CL","URINE","RAT","F","mEq/L",114.975988700565,65.5652834859026,118
"Chloride","CL","URINE","RAT","F","mmol/L",78.3241426611797,55.9492063739832,243
"Chloride","CL","URINE","RAT","M","mEq/L",110.569230769231,82.685580898132,65
"Chloride","CL","URINE","RAT","M","mmol",0.3698,0.0550550920251228,20
"Chloride","CL","URINE","RAT","M","mmol/L",58.4316062176166,53.501909876447,193
"Chloride","CL","WHOLE BLOOD","DOG","F","mmol/L",114.416666666667,1.66287447366045,12
"Chloride","CL","WHOLE BLOOD","DOG","M","mmol/L",115.666666666667,1.96946385566932,12
"Chloride","CL","WHOLE BLOOD","MOUSE","F","mmol/L",113.928571428571,2.15902192239349,28
"Chloride","CL","WHOLE BLOOD","MOUSE","M","mmol/L",110.2,1.24291093253173,30
"Chloride","CL","WHOLE BLOOD","RAT","F","mmol/L",105.2275,1.88222235835443,160
"Chloride","CL","WHOLE BLOOD","RAT","M","mmol/L",104.3996875,1.92842439738937,160
"Chloride/Creatinine","CLCREAT","URINE","RAT","F","mmol/g",49.3916666666667,42.1492173690413,48
"Chloride/Creatinine","CLCREAT","URINE","RAT","F","RATIO",8.77766666666667,14.0536376278426,30
"Chloride/Creatinine","CLCREAT","URINE","RAT","M","mmol/g",31.2958333333333,27.6045861001187,48
"Chloride/Creatinine","CLCREAT","URINE","RAT","M","RATIO",10.5406666666667,17.3372604890267,30
"Chloride Excretion Rate","CLEXR","URINE","DOG","F","mEq/day",25.6,7.86788639747908,12
"Chloride Excretion Rate","CLEXR","URINE","DOG","F","mmol/day",21.18,3.09848199623679,32
"Chloride Excretion Rate","CLEXR","URINE","MONKEY","F","mEq/16h",4.86651515151515,2.25661455175873,22
"Chloride Excretion Rate","CLEXR","URINE","RAT","F","mEq/16h",1.5387380952381,0.170910094858378,70
"Chloride Excretion Rate","CLEXR","URINE","RAT","F","mmol/day",1.62828052805281,0.41124047772204,101
"Chloride Excretion Rate","CLEXR","URINE","RAT","M","mEq/16h",1.964,0.0776254744636983,15
"Chloride Excretion Rate","CLEXR","URINE","RAT","M","mmol/day",1.8942641509434,0.746821885647735,53
"Creatinine","CREAT","PLASMA","DOG","F","mg/dL",0.637943262411347,0.103029715687898,47
"Creatinine","CREAT","PLASMA","DOG","F","umol/L",58.3376811594203,10.5776350566834,46
"Creatinine","CREAT","PLASMA","DOG","M","umol/L",62.6188405797101,10.2283747237804,46
"Creatinine","CREAT","PLASMA","MONKEY","F","mg/dL",0.646969696969697,0.0990897970468599,11
"Creatinine","CREAT","PLASMA","MONKEY","F","umol/L",58.9567857142857,6.77425713809619,30
"Creatinine","CREAT","PLASMA","MONKEY","M","mg/dL",0.637272727272727,0.127817736395908,11
"Creatinine","CREAT","PLASMA","MONKEY","M","umol/L",62.3901515151515,7.7372474196303,33
"Creatinine","CREAT","PLASMA","MOUSE","F","mg/dL",0.0831578947368421,0.00902280301481313,95
"Creatinine","CREAT","PLASMA","MOUSE","F","umol/L",8.58333333333333,1.10439891782678,12
"Creatinine","CREAT","PLASMA","MOUSE","M","umol/L",21.15625,11.6317401549492,32
"Creatinine","CREAT","PLASMA","RABBIT","F","umol/L",75.5076923076923,10.2547518691305,13
"Creatinine","CREAT","PLASMA","RABBIT","M","umol/L",74.4846153846154,12.9109511755103,13
"Creatinine","CREAT","PLASMA","RAT","F","mg/dL",0.330384615384615,0.0554038317242854,338
"Creatinine","CREAT","PLASMA","RAT","F","umol/L",34.3542036553525,7.1171186958517,383
"Creatinine","CREAT","PLASMA","RAT","M","mg/dL",0.275752212389381,0.0541460542971922,113
"Creatinine","CREAT","PLASMA","RAT","M","umol/L",31.1694736842105,6.74736868921199,399
"Creatinine","CREAT","SERUM","DOG","F","mg/dL",0.623467996674979,0.141315596915415,401
"Creatinine","CREAT","SERUM","DOG","F","umol/L",55.3877682763246,8.780052872006,142
"Creatinine","CREAT","SERUM","DOG","M","mg/dL",0.62745498783455,0.144906478816889,411
"Creatinine","CREAT","SERUM","DOG","M","umol/L",55.2120386024232,8.55995773162211,169
"Creatinine","CREAT","SERUM","MONKEY","F","mg/dL",0.673684617765398,0.143223955707438,718
"Creatinine","CREAT","SERUM","MONKEY","F","umol/L",60.7382183150183,8.99544730079833,260
"Creatinine","CREAT","SERUM","MONKEY","M","mg/dL",0.699348405511407,0.184067886881562,773
"Creatinine","CREAT","SERUM","MONKEY","M","umol/L",63.3116220336319,13.7360179737548,303
"Creatinine","CREAT","SERUM","MOUSE","F","mg/dL",0.181176470588235,0.100133420578355,357
"Creatinine","CREAT","SERUM","MOUSE","F","umol/L",9.04423076923077,3.33304391654579,52
"Creatinine","CREAT","SERUM","MOUSE","M","mg/dL",0.172545454545455,0.1007079467621,495
"Creatinine","CREAT","SERUM","MOUSE","M","umol/L",11.4576470588235,3.31968789663915,85
"Creatinine","CREAT","SERUM","PIG","F","mg/dL",0.479767441860465,0.196071058478628,43
"Creatinine","CREAT","SERUM","PIG","M","mg/dL",0.514341085271318,0.282953092083174,43
"Creatinine","CREAT","SERUM","RABBIT","F","mg/dL",1.08071428571429,0.179520266634172,42
"Creatinine","CREAT","SERUM","RABBIT","M","mg/dL",0.93030303030303,0.230584339297224,66
"Creatinine","CREAT","SERUM","RAT","F","mg/dL",0.423319088319088,0.137208779823935,3627
"Creatinine","CREAT","SERUM","RAT","F","umol/L",30.823839184598,8.08256049921943,883
"Creatinine","CREAT","SERUM","RAT","M","mg/dL",0.373685119534588,0.138766377947723,3667
"Creatinine","CREAT","SERUM","RAT","M","umol/L",27.659396795476,8.25741203998354,1061
"Creatinine","CREAT","URINE","DOG","F","mg",129.252777777778,57.1038310171481,12
"Creatinine","CREAT","URINE","DOG","F","mg/dL",129.165733333333,43.1786473750497,25
"Creatinine","CREAT","URINE","DOG","F","mmol/L",13.5825757575758,4.43735858936386,22
"Creatinine","CREAT","URINE","DOG","M","mg",133.388888888889,63.5367241826749,12
"Creatinine","CREAT","URINE","DOG","M","mg/dL",165.081034482759,65.8547234485039,29
"Creatinine","CREAT","URINE","DOG","M","mmol/L",15.0615277777778,6.76321563523325,24
"Creatinine","CREAT","URINE","MONKEY","F","mg/dL",67.7148106060606,26.3464743362897,88
"Creatinine","CREAT","URINE","MONKEY","F","mmol/L",7.40622222222222,1.27762116062053,18
"Creatinine","CREAT","URINE","MONKEY","F","umol/L",3991.21111111111,1249.16724856962,45
"Creatinine","CREAT","URINE","MONKEY","M","g/L",0.961600000000002,0.465330998181383,10
"Creatinine","CREAT","URINE","MONKEY","M","mg/dL",83.7117767295597,46.4065905987277,106
"Creatinine","CREAT","URINE","MONKEY","M","mmol/L",6.13427272727273,1.09521616400026,22
"Creatinine","CREAT","URINE","MONKEY","M","umol/L",4303.36111111111,1846.04629100762,54
"Creatinine","CREAT","URINE","MOUSE","F","mg/dL",52.7833333333333,16.0802363166715,36
"Creatinine","CREAT","URINE","MOUSE","M","mg/dL",44.875,22.776009214625,48
"Creatinine","CREAT","URINE","RAT","F","mg/dL",51.4997549530761,32.0321430842975,274
"Creatinine","CREAT","URINE","RAT","F","mmol/L",5.50281481481481,2.77254102730558,90
"Creatinine","CREAT","URINE","RAT","F","umol/L",5812.65269461078,2616.15556012958,167
"Creatinine","CREAT","URINE","RAT","M","mg/dL",68.9166204690832,51.7743419030481,268
"Creatinine","CREAT","URINE","RAT","M","mmol/L",6.32339393939394,2.76137792583709,110
"Creatinine","CREAT","URINE","RAT","M","umol",54.65945,6.06936505154759,20
"Creatinine","CREAT","URINE","RAT","M","umol/L",7559.15625,4604.60613303457,192
"Creatinine","CREAT","WHOLE BLOOD","DOG","F","mg/dL",0.616666666666667,0.0389249472080761,12
"Creatinine","CREAT","WHOLE BLOOD","DOG","M","mg/dL",0.775,0.153000297088244,12
"Creatinine","CREAT","WHOLE BLOOD","MOUSE","F","mg/dL",0.116666666666667,0.0380693493813441,24
"Creatinine","CREAT","WHOLE BLOOD","MOUSE","M","mg/dL",0.133333333333333,0.102833421822276,30
"Creatinine","CREAT","WHOLE BLOOD","RAT","F","mg/dL",0.37296875,0.0613790595757423,160
"Creatinine","CREAT","WHOLE BLOOD","RAT","M","mg/dL",0.3171875,0.0585428067325593,160
"C Reactive Protein","CRP","SERUM","DOG","F","mg/L",9.05706349206349,4.97832103489658,42
"C Reactive Protein","CRP","SERUM","DOG","M","mg/L",12.3676666666667,8.57897675126618,10
"C Reactive Protein","CRP","SERUM","MONKEY","F","mg/dL",0.778950711325711,0.814046516280924,156
"C Reactive Protein","CRP","SERUM","MONKEY","F","mg/L",3.5199595959596,7.46873896966064,33
"C Reactive Protein","CRP","SERUM","MONKEY","M","mg/dL",1.03664693574399,1.40326111767918,170
"C Reactive Protein","CRP","SERUM","MONKEY","M","mg/L",3.10795698924731,4.75249577628891,31
"Triple Phosphate Crystals","CYTRPHOS","URINE","RAT","M","/HPF",26.4285714285714,19.7667719854627,14
"Eosinophils","EOS","BONE MARROW","RAT","F","cells",19.4,6.47328728513281,30
"Eosinophils","EOS","BONE MARROW","RAT","M","cells",14.9285714285714,3.89613836765254,28
"Eosinophils","EOS","FLUID, CEREBROSPINAL","RAT","F","cells",1.28571428571429,3.62530786869986,14
"Eosinophils","EOS","FLUID, CEREBROSPINAL","RAT","M","cells",0.0666666666666667,0.258198889747161,15
"Eosinophils","EOS","WHOLE BLOOD","DOG","F","/uL",223.005,73.3935377945497,16
"Eosinophils","EOS","WHOLE BLOOD","DOG","F","10^3/uL",0.178333333333333,0.0940556465421649,12
"Eosinophils","EOS","WHOLE BLOOD","DOG","F","10^9/L",0.243984848484848,0.175923735014891,605
"Eosinophils","EOS","WHOLE BLOOD","DOG","M","/uL",345.12500625,64.1771769465864,16
"Eosinophils","EOS","WHOLE BLOOD","DOG","M","10^3/uL",0.166666666666666,0.0820753534038304,12
"Eosinophils","EOS","WHOLE BLOOD","DOG","M","10^9/L",0.24803663003663,0.143413050977798,598
"Eosinophils","EOS","WHOLE BLOOD","MONKEY","F","10^9/L",0.152757625668104,0.148031407976231,983
"Eosinophils","EOS","WHOLE BLOOD","MONKEY","M","10^9/L",0.146317423462354,0.144348706645205,1085
"Eosinophils","EOS","WHOLE BLOOD","MOUSE","F","10^3/uL",0.162,0.059213232444714,30
"Eosinophils","EOS","WHOLE BLOOD","MOUSE","F","10^9/L",0.121870860927152,0.115758626376974,604
"Eosinophils","EOS","WHOLE BLOOD","MOUSE","M","10^3/uL",0.150666666666667,0.0610784308299065,30
"Eosinophils","EOS","WHOLE BLOOD","MOUSE","M","10^9/L",0.114903417533432,0.0912236485282357,673
"Eosinophils","EOS","WHOLE BLOOD","PIG","F","10^9/L",0.241728395061728,0.0995276912063795,54
"Eosinophils","EOS","WHOLE BLOOD","PIG","M","10^9/L",0.184537037037037,0.0927872708835397,54
"Eosinophils","EOS","WHOLE BLOOD","RABBIT","F","10^9/L",0.126272727272727,0.0541321957137766,55
"Eosinophils","EOS","WHOLE BLOOD","RABBIT","M","10^9/L",0.0996153846153846,0.0331957909901322,78
"Eosinophils","EOS","WHOLE BLOOD","RAT","F","10^3/uL",0.0716666666666667,0.0405648322808998,90
"Eosinophils","EOS","WHOLE BLOOD","RAT","F","10^8/L",0.780487804878049,0.366209989073975,41
"Eosinophils","EOS","WHOLE BLOOD","RAT","F","10^9/L",0.0915359526507997,0.0639979515025755,5294
"Eosinophils","EOS","WHOLE BLOOD","RAT","M","10^3/uL",0.084,0.0341115157332238,90
"Eosinophils","EOS","WHOLE BLOOD","RAT","M","10^8/L",1.01951219512195,0.376310717489631,41
"Eosinophils","EOS","WHOLE BLOOD","RAT","M","10^9/L",0.115455801276095,0.125234045710136,5381
"Eosinophils/Total Cells","EOSCE","BONE MARROW","RAT","F","%",3.7404,2.24285983621312,50
"Eosinophils/Total Cells","EOSCE","BONE MARROW","RAT","M","%",3.01208333333333,2.03863320747258,48
"Eosinophils/Total Cells","EOSCE","WHOLE BLOOD","DOG","F","%",2.05897435897436,0.853635763715425,26
"Eosinophils/Total Cells","EOSCE","WHOLE BLOOD","DOG","M","%",2.01794871794872,1.05749098317063,26
"Eosinophils/Total Cells","EOSCE","WHOLE BLOOD","MONKEY","F","%",2.60214896214896,0.943715562529215,21
"Eosinophils/Total Cells","EOSCE","WHOLE BLOOD","MONKEY","M","%",2.92304029304029,1.9259921600814,21
"Eosinophils/Total Cells","EOSCE","WHOLE BLOOD","MOUSE","F","%",2.70444444444444,1.3202884594518,45
"Eosinophils/Total Cells","EOSCE","WHOLE BLOOD","MOUSE","M","%",2.48666666666667,1.81779086705914,45
"Eosinophils/Total Cells","EOSCE","WHOLE BLOOD","RAT","F","%",1.7561320754717,0.818846541532913,106
"Eosinophils/Total Cells","EOSCE","WHOLE BLOOD","RAT","M","%",1.21301369863014,0.536754448274151,146
"Eosinophils/Leukocytes","EOSLE","WHOLE BLOOD","DOG","F","%",2.69715385824297,1.88216344651984,303
"Eosinophils/Leukocytes","EOSLE","WHOLE BLOOD","DOG","M","%",2.65138676844784,1.35954108501632,262
"Eosinophils/Leukocytes","EOSLE","WHOLE BLOOD","MONKEY","F","%",1.30037238675958,1.14071003971936,328
"Eosinophils/Leukocytes","EOSLE","WHOLE BLOOD","MONKEY","M","%",1.21715371254885,1.06786535333177,329
"Eosinophils/Leukocytes","EOSLE","WHOLE BLOOD","MOUSE","F","%",2.91594847775176,2.03940056717545,427
"Eosinophils/Leukocytes","EOSLE","WHOLE BLOOD","MOUSE","M","%",2.95745989304813,2.91077350162181,374
"Eosinophils/Leukocytes","EOSLE","WHOLE BLOOD","PIG","F","%",2.52898550724638,1.20039153325644,23
"Eosinophils/Leukocytes","EOSLE","WHOLE BLOOD","PIG","M","%",1.61884057971014,0.871393061350241,23
"Eosinophils/Leukocytes","EOSLE","WHOLE BLOOD","RABBIT","F","%",1.86818181818182,0.569574915542797,22
"Eosinophils/Leukocytes","EOSLE","WHOLE BLOOD","RABBIT","M","%",1.37272727272727,0.512400344022243,22
"Eosinophils/Leukocytes","EOSLE","WHOLE BLOOD","RAT","F","%",1.6714501967908,1.1215482554217,2202
"Eosinophils/Leukocytes","EOSLE","WHOLE BLOOD","RAT","M","%",1.30271651425498,0.93743186283275,1859
"Epithelial Cells","EPIC","URINE","DOG","F","POINT",2.01960784313725,0.639776308947273,17
"Epithelial Cells","EPIC","URINE","DOG","M","POINT",1.6140350877193,0.500162416765693,19
"Epithelial Cells","EPIC","URINE","RAT","F","POINT",1.42,0.583445081618918,50
"Epithelial Cells","EPIC","URINE","RAT","M","POINT",1.2,0.473803541479343,50
"Free Fatty Acid","FATACFR","PLASMA","DOG","F","uEq/L",865,353.014666605666,32
"Free Fatty Acid","FATACFR","PLASMA","RAT","F","uEq/L",538.211180124224,137.665010529995,161
"Free Fatty Acid","FATACFR","PLASMA","RAT","M","uEq/L",471.829268292683,115.97820968592,41
"Free Fatty Acid","FATACFR","SERUM","MONKEY","F","mEq/L",0.85746365914787,0.338321606848269,19
"Free Fatty Acid","FATACFR","SERUM","MONKEY","M","mEq/L",0.778786967418546,0.250214664889329,19
"Free Fatty Acid","FATACFR","SERUM","RAT","F","mEq/L",0.713,0.133293355588596,60
"Free Fatty Acid","FATACFR","SERUM","RAT","M","mEq/L",0.597931034482759,0.124615318546537,58
"Free Fatty Acid","FATACFR","SERUM","RAT","M","mmol/L",0.523333333333333,0.123658515968083,36
"Fractional Sodium Excretion","FENA","URINE","MONKEY","F","%",108.188958309279,116.92882829757,16
"Fractional Sodium Excretion","FENA","URINE","MONKEY","M","%",102.518508994274,104.055000982404,29
"Fractional Sodium Excretion","FENA","URINE","MOUSE","F","%",0.2512,0.0361800097215061,30
"Fractional Sodium Excretion","FENA","URINE","MOUSE","M","%",0.2072,0.0239775757308998,30
"Fractional Sodium Excretion","FENA","URINE","RAT","F","%",175.687293823645,111.03265033664,86
"Fractional Sodium Excretion","FENA","URINE","RAT","M","%",144.97684962405,80.7878887238955,78
"Fibrinogen","FIBRINO","PLASMA","DOG","F","g/L",2.00001296768708,0.478065955511827,112
"Fibrinogen","FIBRINO","PLASMA","DOG","F","mg/dL",217.960124610592,51.8466442961942,321
"Fibrinogen","FIBRINO","PLASMA","DOG","M","g/L",2.41249902597403,0.525708078469856,110
"Fibrinogen","FIBRINO","PLASMA","DOG","M","mg/dL",253.194564102564,50.8625716479186,325
"Fibrinogen","FIBRINO","PLASMA","MONKEY","F","g/L",2.21510646098815,0.571385689766887,213
"Fibrinogen","FIBRINO","PLASMA","MONKEY","F","mg/dL",239.115852604279,42.2731595795846,661
"Fibrinogen","FIBRINO","PLASMA","MONKEY","M","g/L",2.4062674829932,0.597349126620604,210
"Fibrinogen","FIBRINO","PLASMA","MONKEY","M","mg/dL",250.471693826221,50.4196754316373,751
"Fibrinogen","FIBRINO","PLASMA","MOUSE","F","mg/dL",198.7,21.4085570693,20
"Fibrinogen","FIBRINO","PLASMA","MOUSE","M","mg/dL",280.224489795918,33.927781945702,49
"Fibrinogen","FIBRINO","PLASMA","PIG","F","mg/dL",194.305555555556,31.5047306346635,30
"Fibrinogen","FIBRINO","PLASMA","PIG","M","mg/dL",225.166666666667,41.5808226808323,31
"Fibrinogen","FIBRINO","PLASMA","RABBIT","F","mg/dL",320.633333333333,89.8529865691859,30
"Fibrinogen","FIBRINO","PLASMA","RABBIT","M","g/L",2.79,0.121974496423547,10
"Fibrinogen","FIBRINO","PLASMA","RABBIT","M","mg/dL",302.240740740741,109.895286383231,54
"Fibrinogen","FIBRINO","PLASMA","RAT","F","g/L",1.8113823964497,0.40291195080257,676
"Fibrinogen","FIBRINO","PLASMA","RAT","F","mg/dL",216.184317937701,56.4196172151753,2793
"Fibrinogen","FIBRINO","PLASMA","RAT","M","g/L",2.33781444759207,0.530295557484149,706
"Fibrinogen","FIBRINO","PLASMA","RAT","M","mg/dL",273.566194462331,81.8003613345719,3106
"Fibrinogen","FIBRINO","WHOLE BLOOD","DOG","F","mg/dL",193.035714285714,25.0914728659362,28
"Fibrinogen","FIBRINO","WHOLE BLOOD","DOG","M","g/L",2.65903333333333,0.527203772315658,20
"Fibrinogen","FIBRINO","WHOLE BLOOD","DOG","M","mg/dL",218.535714285714,55.2827627966789,28
"Fibrinogen","FIBRINO","WHOLE BLOOD","MONKEY","F","mg/dL",246.666666666667,66.602915947415,15
"Fibrinogen","FIBRINO","WHOLE BLOOD","MONKEY","M","mg/dL",215.477777777778,7.79292176462911,15
"Fibrinogen","FIBRINO","WHOLE BLOOD","RAT","F","g/L",2.536,0.194405977815823,20
"Fibrinogen","FIBRINO","WHOLE BLOOD","RAT","F","mg/dL",252.140350877193,81.349554631933,114
"Fibrinogen","FIBRINO","WHOLE BLOOD","RAT","M","g/L",3.38,0.348892986156893,20
"Fibrinogen","FIBRINO","WHOLE BLOOD","RAT","M","mg/dL",341.208333333333,166.100197351551,120
"Gamma Glutamyl Transferase","GGT","PLASMA","DOG","F","IU/L",2.63333333333333,0.431236492287818,20
"Gamma Glutamyl Transferase","GGT","PLASMA","DOG","F","U/L",2.34545454545454,0.583528106011228,11
"Gamma Glutamyl Transferase","GGT","PLASMA","MONKEY","F","IU/L",103.863636363636,26.0778554611867,11
"Gamma Glutamyl Transferase","GGT","PLASMA","MONKEY","F","U/L",55.4940476190476,17.0830145150273,14
"Gamma Glutamyl Transferase","GGT","PLASMA","MONKEY","M","IU/L",155.633928571429,19.5121057274089,14
"Gamma Glutamyl Transferase","GGT","PLASMA","MONKEY","M","U/L",64.85,17.7441009819635,14
"Gamma Glutamyl Transferase","GGT","PLASMA","RABBIT","F","U/L",6.91538461538462,1.50974399256196,13
"Gamma Glutamyl Transferase","GGT","PLASMA","RABBIT","M","U/L",7.69230769230769,1.7401922970664,13
"Gamma Glutamyl Transferase","GGT","PLASMA","RAT","F","IU/L",1.1,0.302531690453766,60
"Gamma Glutamyl Transferase","GGT","PLASMA","RAT","F","U/L",1.3125,0.69931939701943,64
"Gamma Glutamyl Transferase","GGT","PLASMA","RAT","M","U/L",1.25344827586207,0.71228949300062,58
"Gamma Glutamyl Transferase","GGT","SERUM","DOG","F","U/L",2.92814500622102,1.89875474464468,421
"Gamma Glutamyl Transferase","GGT","SERUM","DOG","M","U/L",2.94055218962585,1.34398147008863,448
"Gamma Glutamyl Transferase","GGT","SERUM","MONKEY","F","IU/L",79.2822916666666,41.7813419588173,16
"Gamma Glutamyl Transferase","GGT","SERUM","MONKEY","F","U/L",61.3933116261957,27.9997246118647,906
"Gamma Glutamyl Transferase","GGT","SERUM","MONKEY","M","IU/L",106.036111111111,88.532972375903,18
"Gamma Glutamyl Transferase","GGT","SERUM","MONKEY","M","U/L",81.3115614309405,41.9134562951058,1005
"Gamma Glutamyl Transferase","GGT","SERUM","MOUSE","F","U/L",0.470353982300885,0.879523536875167,226
"Gamma Glutamyl Transferase","GGT","SERUM","MOUSE","M","U/L",0.436563876651982,0.834983227598462,227
"Gamma Glutamyl Transferase","GGT","SERUM","PIG","F","U/L",56.5390070921986,9.2137272067829,47
"Gamma Glutamyl Transferase","GGT","SERUM","PIG","M","U/L",64.3014184397163,10.2187214697188,47
"Gamma Glutamyl Transferase","GGT","SERUM","RABBIT","F","U/L",9.30952380952381,2.30839502091605,42
"Gamma Glutamyl Transferase","GGT","SERUM","RABBIT","M","U/L",9.32878787878788,2.78910049748688,66
"Gamma Glutamyl Transferase","GGT","SERUM","RAT","F","U/L",0.830808656036446,0.906271549057777,1756
"Gamma Glutamyl Transferase","GGT","SERUM","RAT","F","ukat/L",0.00944525925925926,0.0110847088771757,27
